crashID,firstCrashType,crashType,cost,numUnits
804b541b6257d0c0ffe5b91946909914de4efb61e045f15922a0075f58e3057da3057cfd74f2fc39b05e0ece4a51162e92084b8e5e43b8b7ec77ce08c2baecd7,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,1898,2
dc513b4dc0554aa28760eca79304ea25ba275c83ef488d00d6b0ea9ba5cd50c53603e269216c1e1df798f3a1398d6ab07e9ab3225a140cc898462362b0e1458b,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1040,2
467659b79a248369437a56caa3b5e00614b2b0bec7bd3bee23771b1d48eb5cddbee388d82901c9b217d04a054ed3218f2ed5852082d4563fbbfe625a8a15cc92,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,548,2
8bd631a0c645707e500662e536c93b1bd0c57a8e421eaa4c379f2020920fdeab34e1152792ec66bda579b482a04d7525aca770c84de2a3a34167a21b68fb717c,REAR END,NO INJURY / DRIVE AWAY,1272,2
cc17375b59a95ff4f4bce277717a4f420a6f38187ac4088a82034c692cf4fc1c4b84af0caf238c2a0ab616cb9216585d25f1c9b109adfbcbe44cb6674429d7b8,SIDESWIPE SAME DIRECTION,INJURY AND / OR TOW DUE TO CRASH,2124,2
250b6bdf84606ed7d0973e3bd87e0acf890cb9c4a27823693f902eda5f83712c680a6b03c3279502910c4d3eef087925b4d225e61b4d7157a1817c4a6ffcd797,TURNING,NO INJURY / DRIVE AWAY,570,2
a035b7295013c8a921e36eeba03703cd3ec9b648e8d1dd71485ade1296f5fd8c6078a50af2d7d752f04b69e1d81cc3324564f41ee771247f59193b3e49e5dc80,REAR END,NO INJURY / DRIVE AWAY,1232,2
41588db3e4e7ef0a98b577fee2d151df3a3882e29e84b16f92aab0a71dd7e0e023d924111335994562e23d0a21e897a2bf510afc2bae30ddb9e4eeaf95cea326,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,2050,2
0db350883c714e7ddfbd84c563491f70dc31281482b19a0cd65409e30e34863ca0d919b43da4d30189206f02ee03453e8dbe943ec641f721f7fb42210ac2e053,FIXED OBJECT,NO INJURY / DRIVE AWAY,2117,1
99542ed58fb1789f56fc560d45e2351c7afec51aacb096ebb96b692a63514d56e73ab9cc75b58d236031a139b5b17ce9e5804d17fc458f36d36233938f7bc241,TURNING,INJURY AND / OR TOW DUE TO CRASH,3021,2
d4a376c16c539c1941b5cc83aca8f34b87666a63c10c176268c06e093e08c0aa1dbf733ad9a1453a28fafb22c2946191d046dac6e98a7cd407eef309baf43007,REAR END,NO INJURY / DRIVE AWAY,1907,3
9fb1b51b1d0c868acbb461ea67f7a10022597d43a31e6f6757d9b5749b6738cf64fb78a0f867301a3cf46245361fac966b13319a4e83f5d47d923865c9c86755,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,2385,1
e5e450baea7809afbe7a8cf51c669eff9f3cd26f7c454da6839502839ccc99fda9e23129491ca80c4730f17cc7f4e9fbe5cdc5f472143ccc2d6dff2771cd32c2,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,448,2
28ef854494e916b0cae4f56708df3fbb8ca91c04b7658acbf859a16f96e7e1ad6d74afc11e04f6af6d6d0d56956cc1da480205d08cb13cb7713cc06fac031bba,REAR END,INJURY AND / OR TOW DUE TO CRASH,4179,2
991ea0465f9f17d02634c1d01050c8498dcc57de8ebe898e2eb1fa7f03834871f8b13f5e94f97658f59af05fd0f6ef16ddc61f6693bc948682b3a0a7dc15f694,SIDESWIPE SAME DIRECTION,INJURY AND / OR TOW DUE TO CRASH,2105,2
a9b36ddbe8feb3ab0aed0492a130be462e112f4af27d89357d38be1f8925e04b1bee4b0281f69fa716e0483c20518e481da56948c44936fecdb6a1179f730fdd,TURNING,NO INJURY / DRIVE AWAY,528,2
790c39a207464b2060fe45374f852039404ac379f1eb5f7d901e6f8cf09e8fe1c4d8ba62029d2c599c1c4f4bfa8f3848df58d8e82a3224573faf17add4b635ff,ANGLE,INJURY AND / OR TOW DUE TO CRASH,3445,3
924e664f0b9997a3a8abfad0ec1291d2481334b83bc43373649e9f484123a18c0b57274e152aa815c703fce3910a879e27bf87f6098d26f14fe7d9f43761b6bb,REAR END,NO INJURY / DRIVE AWAY,4556,2
b1b998c04e61985510cc82ed3c80ec6fb1f4c2549b916a24a7e36deba8b554b3f622ccbc5c2933bcaf696a68366da6fa73974bc0c8e58eb49ad413e7e9254ac2,REAR END,NO INJURY / DRIVE AWAY,2201,2
a4d5f60d32864b70ba141124624ad390aab5ac62774dee69274855252bc71fa0e19097799a453cd264a11c23cc1e33ad8483b35a75e46c2a0ab866c801c76f9d,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,462,2
29823e3cbc75e88e40abbf58d61b9200a7dd760324db0cdf394d709659ca27e3fb35d30906383b8525c6161aa1c5898bc3d08afb66b3842381c488e5978d1f76,ANGLE,INJURY AND / OR TOW DUE TO CRASH,3795,2
a533b7da5713766aac0c1662ef920bb5c8a50bf0c3ee34d6f9639c15f149e80371a9cf426de3c43502e63bfeaa8d59952e7b4fc30616a8b5b0e2296fdf3eb6fc,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,4736,2
c95264dccd2564bfb94864b1c68f709a082e83a7e9e6ea372bcaf7921d7d095d6e3d6feb18db8f489abd5fac17906e6c547e3e3e70c316f8373a703cf83c7eb7,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,2724,2
a69171579f26b07e3523ccbd58321d85f3ebb454ee4de70cc319adef96ca86f5863bf54827cca10bf839b51212d781c10bfe72f396a73c8a6c2576d1ba43032d,TURNING,NO INJURY / DRIVE AWAY,3840,2
16f999e41b210cbd29b405629183cca690c9e0d33711f2c8a8008e4d9ff474ee83ff77f60cdc21773d1fa408f01b99a93d7ebf6a3c2488ebde44768ed345db0f,REAR TO SIDE,INJURY AND / OR TOW DUE TO CRASH,4163,2
c65250d589d295c735ae6b1ea4653bd1010350fcbb8e1f9d6545942bb397f22af51efe87926455e2cafd9908cb3d0bacced6b6100c5aadfa0d62dcf3f52cad72,REAR END,NO INJURY / DRIVE AWAY,1235,2
3132ce23dc105e5af6413e5b8cbb50688795a925557e762e25c72e2593e93b2f9dd84cf3052e90c73bb16dfb141f751970c953afe864ab7295c554ea0a194f5a,ANGLE,NO INJURY / DRIVE AWAY,681,2
b403ee2a2b54226df14afb0a82c3864af65460357d1006c3b754e3895cf30928aa605631d32582fbb1ccc60c8f31e391c06171df3377afc36131521d480dbf8b,REAR END,NO INJURY / DRIVE AWAY,4755,2
5fd0d9b825f290feb31e76bd41b37714e993a2ce85db1fb5c59ae38802cc426afad80b8873b617edddb01630eb30ece21f243ba34546237867860508ab91dc39,ANGLE,NO INJURY / DRIVE AWAY,709,2
ce47cb4f65bdd1f6705c0b0f813a56651d97b316444f6f6b6cbb5fa4a3667b8075638e41d1a3d7e27c962507f9a5b52fce2549c078063a3a73d152af593f8983,REAR END,INJURY AND / OR TOW DUE TO CRASH,4723,2
994c8c56b5ada8b584e17f06d006ead83fe16ddd9f812d8acd4479e6d47331fb3167ad9ea62a92212889802ec071e3599026732be6c7df912fadd9b93cbe676c,REAR END,NO INJURY / DRIVE AWAY,2463,2
53c478ef868f2e33b2bad964899237cb8a3481494bd74ea98f46d060427ba3b66d6cc50683656eb5cd6af0d3084bda4183b6a1ed039ca104737943d6cfb3ce7f,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,4976,2
55df2aeba007b8d9387e024dca7024d80cf201aae7586a893d1b899e92d477b2b42ea8b62b7fec1e3841482fa687d0a5b56d0c6f52ac43888ed1c7a34c067c3c,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,4293,3
ed970400df0606343e7357f3ab2bf7443091e80c45211b647733e9b09fc363e5251f1262f94917f105b647b9c2868f6a394971f3dea5e1424c4b453a929eff9e,TURNING,INJURY AND / OR TOW DUE TO CRASH,3778,2
2d6ead789d9529096f4ab2167522413cf92b7fba3b62ecc1c10de28bef9c88358a70d9fdd827643e06816847056978e1a61643fcd7a0bd579886b7ccd30326d5,SIDESWIPE OPPOSITE DIRECTION,NO INJURY / DRIVE AWAY,1053,2
af9ef65039c1bf922de49891713bf5c5c2cdb7413bc945894c3884625afc040c958062b504a4b1dfc7b0547b122b074cdb7402c8864da2570656dafedcfb786b,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,4241,2
72cddc0d00d2d78c03bd19eefc52b5123d0fd33f7f14d1065b4356b41a43db8f33af95d5c213d4199d7dafdf722cdb283cab637693de938ae3e518fb12211c66,REAR TO SIDE,NO INJURY / DRIVE AWAY,4581,2
7b80862e9f311744bcf19fb04aac975dab35c947dcf5e36e71e2d2fcf835296e86a517bf32ab8e46d6ac5e22a14313eba986dfe3b4e901350c9cbde7336d26a8,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,3599,2
9f176b6ad2fb9e9520bfe2ecb972c1925fe1c8eb8583065e543ba65db12a96d0986cd386b03de14b8acb9bcef301bf465284693ea9f7ec05099937c1531efc43,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,4392,2
59334c43588c52be8364647db55324e40ca50cfe8bae6b360967b7577db1a24648d6a824e280787c1c0117e374425cafc711d7a9cdf32d7b1cd3192280cfb54c,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,238,2
3335cbef9a7861d0fcc6f14ba960f882e49348d30d7fafadb40a1577eee6d38384315daebfcd2a4243a315958ac93056c839b9ab76559dff62fa144472280802,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,4992,2
5ff78f002e72d77fe4962af2b2d5c093ec71c1127ee1100ed135290b352edf3206ccb1cedab5c078f6289152850cb1ab7433a9de8beb70a544737026eecc638b,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,4272,1
394df9bd5d27ddf6920a15dea4650471ab19e4116492cd2487ad685a6cefb2069841caa5af103b61d45b84650d38b1d818ff7c114cdfc40d4777d76f0b926520,TURNING,NO INJURY / DRIVE AWAY,1236,2
1d438384daa4e1c7e3b85fc3bc85ebfb9e14da3246d31f3233880b6225af440867c28a91cf40a62e0f5574bdd8be12f2ecd87c7fab0ccef810fdf697caaf1384,REAR END,NO INJURY / DRIVE AWAY,2956,2
10b09474ebf73e28563e9761aad87c67fc2d8b8bcee4f5a4d439a761b2cb64ab995ea71fddb99ba3a0edd056e6492d0323afd05c90eaef12eef3383a7c98a540,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,538,1
c81f90940c1f1404d7aa9cab09f8b4f715ba9bac6f0bc2e68df0c3324afce1458679cf04876644f6516ba7feb8e22e2ea507b205bf7ac3baaff29d8db2f45050,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,2392,2
eabe845515722c29a272633b1ef1423f9721257d333300ebf42fa83f265d3cab4687904eccc2856a055231c52c97628b01662dd689de4e8a96e0fdfae302fbd3,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,2720,2
b968c92d22c5315ecf12174f62c3b6b6a1246e8d0e5891f1e1009ac63df9ff38e8efd576993bfed8698baa3a0d005f14a62b5fca63a8592e0a45a5f308d52977,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,3090,2
ff50db80ea1926d6710d7d9d55601cba8aba737d3c821a57c6181b470e6448d20a8ed962b2ce9025dde6dbb637b8a67fcce9c23c5ed45450731875eb6c60e747,TURNING,INJURY AND / OR TOW DUE TO CRASH,2529,2
33a33fad6df754463a5b6a3ae824f1d2dadcb51a6a369cc073fd4eb63fd347c5d0a43ecfdbc10a41f500c9b1dad08d1d71619bc325a258f18e8c83c6c57aec0e,TURNING,INJURY AND / OR TOW DUE TO CRASH,3512,2
2217e481f631c690a3d0bf8511ec1e835dde950f29426f359a705c5782e00de4bdb5a7b85bdb713d01dacc76f9f9548beaf6fbcf7db7aeea3c426cb558325d6a,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1169,2
2924212eaa5b06208f87415db15a31f4b134c0222bded6f9909dc3bd5b15358384f98300e406c99a6b321b65f6be691ab8d6f108dec759c03fb15017a3f14dc4,REAR END,NO INJURY / DRIVE AWAY,1450,2
ed4a49f534db6ea4c6324b0626e83f9c681be08766154c5e1ba2b6d092c0c835e776ad5614aba75143e3eec3f57610b70c61dfa3ae38ff66da00cc6238aa8afe,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,1756,2
17ba81bc4cb4a971844f9ba740ab2b1edddce61963213b2d45918e7cdbfdb7fd4d265576249308181719e4195a2b82b3c2f272882e2d77a8146f45d03e136931,REAR END,NO INJURY / DRIVE AWAY,3892,2
7fec968b1a193bd6b6af2ebee13a380bd00cae03c922c58d8f613fc6f7fc91082bf670e53e6004b238f35dfe94c399d77608522a75ebe3f9baa48ab332c7bd81,OTHER OBJECT,INJURY AND / OR TOW DUE TO CRASH,112,1
753f78dbd395605cc5c3a6f298cd1b3e05b1d63c4ecafe08017e659719f7b3b28c2402b908d7dcf967cfec0ae17733d9db156ee5f10ab6a1c9e1d59e8f7a97c8,ANGLE,NO INJURY / DRIVE AWAY,1357,2
795b9bcdc7a4e06b527e109827489520d40e65fec2b989d4b7e0548e36fc435a20a8ce17bc67a1ecd749bc0803623b357df3a5745c942026fff387f8547212e4,REAR END,NO INJURY / DRIVE AWAY,1365,2
f3890cbbf65fd82542c4f758dcac397982e4081a618d175f6b19023ac2cce21792df222459b28cb0ee4d7e3ba7aad61ef232e615ced8d7ad65d7bbc8c01baa7c,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1362,2
3c786dd0da0cc3aa0c6b84aad18b3ddb317ad2fd906390afc0259f3bec63d8c89cbeca515294ab19824e584cc04c1134bc6fae0f0eda028532d597a835c760e6,TURNING,NO INJURY / DRIVE AWAY,2539,2
dd2a5938b56ac2f457e6924cc33b9cce25a011326e058898c2bcddb68b116d1699acd122a77a1822c8660c321d78ef6f6a641c2d1fcc6128ebf2ee155a62dbf0,REAR END,NO INJURY / DRIVE AWAY,3570,2
6ab748bf352033eb2ceaa2c6a8b44442b0001c45d130a328c71ac2601e6c0206e163fb8c55bdaca85383727a496ee535fa0a052e4d7d526925112bfee30a8f80,ANGLE,NO INJURY / DRIVE AWAY,1329,2
4e20f80d4cc39d1acd804508587c4a466ed09373362c9f3b69f2a9527c469f49e1b12c665e57cec09b03c37527245e084a3c90d61c9ec0443a97576541461c5c,REAR END,NO INJURY / DRIVE AWAY,1126,2
2806e43b7b880fd7d8d15b2f4900b68664ac7bef1204528d55d2aa953e3447492b1c0b8d83a9af08260dea9c3c2d2a697933d53f22cbe425dbdf0bc7acf95e59,REAR END,NO INJURY / DRIVE AWAY,3736,2
e14ba33c2c14374dd01a3adc10d6e2dba2ca11e3e0ea5ed67d87f592eeca25d9dde280df6d8dfe035a04ddbd2f628a8e5cdd65eed80cc58a785a89ef9032a749,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,2361,2
a25bbb1939b1b3a9385f828b36e07cea0cbda856b2bcdd24b6613d8ceac4f8ba2014af64ab9f23eff512d5cef5baf150f9e899d60e86637390942decc7d5730b,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,4478,2
f1ab32819da0c8cc1f8424be0e595346b879649519af5e220a6f024e0295b6d330bd23bf9c0751f8f55090107e64d93dae63b258ecdcb223dd7d05870672bffe,ANGLE,INJURY AND / OR TOW DUE TO CRASH,4730,3
11aa024e96260eaa263f976330b50b1613410dd20b6fd662bc7bc2b46fb53eb08d1e1951eb3f90905596e5619bd6c90a4f5e7006dc901c22b26efbab7a85e2bc,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,2746,1
9ff46f503629af479e207dcdcbfb15c4cb63349e6638f460d3d6af9b84a18cc6810dc9f72459d7f8ea0ef8206cae4063f5900cf2210f203b295085b7260e258c,REAR END,INJURY AND / OR TOW DUE TO CRASH,401,2
0e6ea35f43e43fee6e13c3d33731569d1626b29b585d23f3d6d516c95ba997f7d1bfa336bcf7e08058216e87d4a903587bff89c7fb9acc7e1d7116183851d04f,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,3779,2
7cf210ce7e87bf3d649b0a13b82196fab8cd2c60c1aa022597b2d9f909e9e25eb078b8cfb66464a3386b284a4a5e34d9af5fa2f593dad6c42cfd210a8b8fb59f,ANGLE,NO INJURY / DRIVE AWAY,2633,2
5e81f4fdf33501c9df514d7ce21382206ca98c50307b17bc7a2d22301a40f166982342949aff6482c75258a9eadcd64297e37992a85f7b46e2b7eeb25db89b6f,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1597,2
db6d7325bce9714b297dd53e95a4b38083d31841da06e1bf4b111b866d5c72063fea713e9e4835df34ed8964073c3bcaf11a826a5709ead6eb26a01dd0c6bb97,PEDESTRIAN,INJURY AND / OR TOW DUE TO CRASH,3068,2
e07c34b29bb23ebfa34dc2bf55006f0e110e960a8e51100d63aa14055b57fe51e6b7d421cd1eb2304382cda935fddf2a02e91e88e33415589835f050044bf4c7,FIXED OBJECT,NO INJURY / DRIVE AWAY,2196,1
9935e5467fa9894574cd6b519882c3d6ef93741fbf1527c7fe2393ee831ed712b94ca27b9fec1ec584b209cc8308fa73e3e8d3ad5eaee26d7aaf4ba202ef0348,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,2596,2
61b223c3434d653b5cbea5f5f6f8b6c0ac297eae93ed73afaad881c292a03aab5cf6e9736931820336ef8d7a5642a78b12c68f58b9d11e828a75734ef0e5524b,TURNING,INJURY AND / OR TOW DUE TO CRASH,3302,2
85505de3e3c9bab1524a8f444971190c142792b6201768ac76a7d9be642ebf7f12a124b963530b08278c8e4549001875fc249f25544805ef76757af51f2538b4,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,4017,2
2ad31dbc859cb7556a31aa9bd79700c5405be70eb98ee372e77be48ab8d5feb1b07d7751e212c8c4904780f0b954fea045c808d047a1a366d27e0e7d9056ed9b,SIDESWIPE SAME DIRECTION,INJURY AND / OR TOW DUE TO CRASH,4266,2
8a2009c1321b884c9f6a912d214ae7e3e3bc6b874c8aa465ed5eccfdfae0da2bf052ff1de69d51c417e10fc15f9e075ccfa07b7e657842021a8eda0b0c5b5c70,TURNING,INJURY AND / OR TOW DUE TO CRASH,1640,2
f6e4a1c77454b68c12f41b55ba2e687c0968162a1a9da5805f324a16d8e429992562196af64e5027dbde8fbde7f419eafe99c6e7594855957028e17cf1da1f16,REAR END,NO INJURY / DRIVE AWAY,4540,2
66ef2dda24ac89ab3007eea8043bf282d80d195fa9779f729b706cb8b7b9eb4123ccf1d3dba3640be2a9189be4bc8e5e7c606d9f1d186c2b0a3769b322ae9644,REAR END,INJURY AND / OR TOW DUE TO CRASH,4108,2
183b8577c386c20798fe7bccd8e3a37b7c40d13442f78fa3ccb83a7245b08f45cedb7fdf3a832358d8917c3a481587cebdad31e0153cf0e86426aa519b452de4,REAR END,NO INJURY / DRIVE AWAY,176,2
a847c708e2a3f19640141099a4ec796ca4229c2d09a21efba8e14948358417b7004167abb20a690017fac8c3cc83c5763fe3d0361e34cb072da13fdb57ba4512,REAR END,INJURY AND / OR TOW DUE TO CRASH,1782,2
5e4fb84c671cca04dbef6018c5ecf24713f1b96f377a6fb19b4db148b9ae0918920c1bd550fc7400fc216ae78b9c932fd2459858330085fda2662c6571bd2170,REAR END,INJURY AND / OR TOW DUE TO CRASH,2718,2
94df5e867c862ba1bc03b80561b5d7315642b610a97cf2d1011c80fff5d7e447fa905e9ff3789dca9d7ad56ad17e8ab9f6c8b6d64abc47d14d4aa59206b6b8fa,REAR END,INJURY AND / OR TOW DUE TO CRASH,4137,2
96f2af7a381bae5cb232ee6a08c91f0b5c9e03d6bfa60edf871ffe0a79e0cfcf2f20fc85175eeddc8f6d7c34297cad7a4d4e5f08b9b841ceb3fb29da38f22cb9,REAR END,NO INJURY / DRIVE AWAY,756,2
745bb9fbbcdb14f616b90de9955b015050b972c0837cc407c2dc77a6f22244e40738af659821b1e919e37a77100be5a0e03d6ae965fe852a08e78ecdacad0da0,REAR END,INJURY AND / OR TOW DUE TO CRASH,4306,2
eba6c85ba0c52002b1c820af632571153192e87f22561bd0467f7b97ddbf6c036aa4902aae5eb67b86e63ffcb35e833d3752b26fdec5a0635f58ef83e759dc51,FIXED OBJECT,NO INJURY / DRIVE AWAY,1737,1
3ff3071dc6b39416d2b0663c93114311f064d1fa6048868e4724d0f0a4a92a7be99523d3f0fd5b7e5b0d9ec020ff44e07183b66ca832c0ee26201bd02040eea7,ANGLE,INJURY AND / OR TOW DUE TO CRASH,3310,2
0d7d7b8209c648d70b1356ab60527ff71e41608d3ab7416251a221ae135c742febe2df3cf3e6252b992e9809339e6501fc49a7551badd1277467e522044aff0b,TURNING,NO INJURY / DRIVE AWAY,4679,2
e5e0d7ad21a6e015a427514bc1973e5e97334cd67b77f7124a56a44f283dbfabb2a8a814eb8f7798de71706c513646b0d50cc041fe293fcd58d770e9bd7ce87f,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,4982,1
55128d1cd4ae607c07d4e98479b883010525c9ec7886c3d8089a1954bdc9e2c7431728e3549c311947c8bedbb2421a1259a46052fdad9ba5be7da4f774519df3,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1675,2
48e946a5ebda3fdf6d506695e72acc0ce59506c5e616a7d8ec7df5482dcaf7806b61dff9824848a6f9038c109a4b68931a714e80a7ba9c48b50860fa4721482d,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,3239,2
17696f91002955f6004fd61471fac7432a0c1e11339fcadaaf607b59ffbb85bed313eef0881ed923fb1046102c43e8b2103b0db8653e1b489e7ade31ed433a72,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,2538,2
7097bc2e382ee7c891cfaa373c4c25796a9c9768e7cccae53cd98922602f7b4a0f36b0949842c4360a4b4f2d64a314cb8bf7d143a87ab0bbd8731034417eb36c,REAR TO SIDE,NO INJURY / DRIVE AWAY,2946,2
2bb71aa31d3ae13748fbc58a8b347e29eef00c9dc748a11ef14a9857970a6f1d7c54ac5c6643608f697362f1c529220e641a500f4ddec15e7ff174388a7d72d8,TURNING,INJURY AND / OR TOW DUE TO CRASH,4085,2
34b5d39416288138420536672e197357e32b23d2432407debce286775f2775ff43d465c287037ca4e50afa2f0a5b40a423b9d2de8de422c34765ed087d38d34a,REAR END,NO INJURY / DRIVE AWAY,2625,2
0a4a98135eb4c1780472ee75042572790a2dd8f5d685079e2b5318ec0450ea4ea0a7f8f5fa343c30428e86fedfb3a494eb7e4d1412170be0b70b6c732420871f,REAR TO SIDE,NO INJURY / DRIVE AWAY,3024,2
415ca1413483ee739066d20b727b22208f2ef334ffa41dff77388aeab3d4fcadc65339bb0c77f86a924f20caa3f182eb0bb3f489cc25a5be73c95dd16fc8e22b,REAR END,INJURY AND / OR TOW DUE TO CRASH,519,2
5c283e77252fd5ebfe4a4bfdad902b63f589bac7fd5afba1602a6d512c324b43d470c143d266948b0c2496f263b960332f01b5449f58e0c1e83e203e6a875675,SIDESWIPE SAME DIRECTION,INJURY AND / OR TOW DUE TO CRASH,4557,2
4c249bfed25bcaf45c5771f4d1c88e6858aecbdbcb65fbc26dfa97be376b4d29f0660cca02342b1d4461437031c4cafa3372f335cf41001253145e9405d1ec2c,REAR END,NO INJURY / DRIVE AWAY,3752,2
2af4ef5b3ea7296f033bb5448ce2f7d6b8cef4797f14ed6dfa65c21519e919e551c989a9d597209134d9580a89f21e256a14b7c22a30329d0dd761d9b8cf7dee,FIXED OBJECT,NO INJURY / DRIVE AWAY,2937,1
1d439fbdd37846c57aae3a8e6c7cb5a4062ec488dcd1ee8979e41ccf6d3f1808ae5127a4c3b676642d244d6699413a0f021686799d7b010ef30573afa7863b62,REAR END,NO INJURY / DRIVE AWAY,2865,2
85e9cb4add9535c51fdc6077cd594926cebdc15010f04d4f3a964d0d517fddbcb49b780d5a21937e39dca113c20389a40e75a5ebed5b6c0319383be7d4dc0730,TURNING,NO INJURY / DRIVE AWAY,731,2
28108147a2ea01320ad3ddef3184a58cce4fed829efc85ff06b2dcb82cce444bd06d9efd807120b9ae8419dbf19b525c07d17ad2c3a5c0608dbe61b716033373,REAR END,NO INJURY / DRIVE AWAY,2067,2
1de684129db850f0b4dbd53813ddae1f08515f2148f5a8f4248e7119fdd43baa8290f58ba42d6d539e1cadd6ab9ffbe8a3bc7369f3f82e5ccab96f891bace115,REAR END,NO INJURY / DRIVE AWAY,4675,2
eb7935b5f07695d4cea0551ced07e9c289da29bd8b9d566a7c49ea6f4fadc7dad6374995e2946a6d0c6a5ef06f2a9100324657c51b0256929996a0fb84afc893,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,889,2
0b593b40ff946f111d306afd41ce9479b2a525e60cecb5b7c77a78cf86e3dc6e0324712becb444c875e9c4405b4c3ba698ba53ad930b2076073214bd2d076263,REAR END,NO INJURY / DRIVE AWAY,2983,2
a33a70ce943a61fc7d9472d59885be4b6738d1e845932c38995ec427322b83945d4f9a87f83b11a4a7038baa7533838047148163262d0b43cb1b54d2eea5988f,OTHER OBJECT,INJURY AND / OR TOW DUE TO CRASH,283,1
7bf2efc9b30d430289458099efae125e960eb91517803f010cf5ce1a9f7d47c3d422913c9428488b57bd2d8d80e6166b94158342e32c15f51a87e46b533ea368,REAR TO FRONT,NO INJURY / DRIVE AWAY,4101,2
54e40d896e75d63205af4b5d02a17208acf651312dc7866eab4d0e5cc24be6d2fd338dcb426bf3302a0d4e7104f5956da4a05f17a18c92f8b70fded3d17080b9,REAR END,NO INJURY / DRIVE AWAY,2878,2
4ca7b337a887d0b22407401d583a0e98537070cbe68d27ae9f109b689bab93322c8b11f17f3b30334ae66d6a07b0bf31b2e255142eafe00e3fd1fe6541e0571b,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,3852,2
1cd9eb7f40e8ef346c89dad599825d7d0b75e3b9d2d3db31429d6043864411e48f356a6a2f03fbf179b1fd4d8d78c56c9dabda997538b002b58ef9c9001e8522,PEDESTRIAN,INJURY AND / OR TOW DUE TO CRASH,411,2
044a138d77bf9b85411361f8c1f161cb0200078d141692c036090913f97e4cfbe9d9e7a3fc86ce5857973c72521cbb4a4adc152471ba4128cbf5dbea1b1ea238,REAR END,NO INJURY / DRIVE AWAY,4851,2
42ad058280985b6b0362c9e432dd5886b93e6477fee016b923aa15815c155d2ce6db1b39e001e51ab28aabcbbf839983c4153fd51f7a20754e2fc5b23a484596,REAR TO FRONT,NO INJURY / DRIVE AWAY,546,2
dc4a25ab512b5a3b4a43bf5bd2e478477dd1539e815d0e2f56073f746291fce2ba4e59ecbbdfc09cc9eefdab348bf26ee2a68c3fa0053c507cf8c15a334eed61,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,1681,2
e94c9bd3ab8a26404713ffa5309f6f9ab264758e35429473616d170ae9234fe8c5430ac3f0142927b6f19555e7d3fa6ac1af4ef309766e2ddbb6bee32545072f,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,4186,3
a1a17194a0244b64334a862d175846c38cb37e3bee880f187725da33d743c2e7019d64b84302affca075b11252f2c6b22bb26c78d3873095ef0f884997982f1b,REAR END,INJURY AND / OR TOW DUE TO CRASH,3894,2
0a5898a0840413ae24c970bfd8856b25c3c76080a427771da70a4f86d6a62d324b24e0037351c8a4dd6f272dd0289ca4be7066553bed89bc3afb8cd431a4e9a7,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,3175,2
