crashID,firstCrashType,crashType,cost,numUnits
ff27cf7a9559f1976f1cfb7172884755b17952c6e9d306f23ddfeab0da7a83c3cc108a1b7ba9ff0e009c6ea9c331fdbcbf328a6e65e923ea9fd2183c782dce7d,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,832,2
0fe2508a46def55f9c45131d795dbeb4cf96bf97ea0bee7958b1f5f967f60d5b22a36225d491be9aa13dd77fb0e02bed7365faecc43447d37fc9a1ccb9c2625f,TURNING,INJURY AND / OR TOW DUE TO CRASH,1526,2
2a09de82241d216ad2fe6c6b55208a123d7d9e4c571b03ea9bc4634c1b5d8698530bae7b65c550079d4d8067cb52652dbe7a729c2559053d3aa52bf56b1b4bb9,ANGLE,NO INJURY / DRIVE AWAY,4471,2
ebb3d2bf5a66961b185f7975db4c40e6f267f7f7d49747d1f7a97426e249097b722ad7c6fe373aad71660c72431e801831889ff8e60e75c61692da6a3ccd6af7,REAR END,NO INJURY / DRIVE AWAY,3674,2
26a778161c5324b6ccb0822ffd4c7960e86caa0f197072eecf122a2daac4d64cf1bf39063927ddbb57091f324f9e835c3776ba45e9a78cd0ae36ff9ca7e90090,OTHER OBJECT,NO INJURY / DRIVE AWAY,2329,1
e361cb575904512aea6eb95df48ea714e7d4b3eefb3700423c2e458c4e86c04555b9a7d1a7fbc301d33937c206c403507b797310b341da8a9f610f365b4ced82,TURNING,NO INJURY / DRIVE AWAY,495,2
7c3c2ef78d837c73d5733b374d0804d60c9ee13883ad56ee2f0a1a808006923ee565d6aac55be36b3f7b53b4c68e26affe596bee9118483a967bb4f0eb2a2880,PEDESTRIAN,INJURY AND / OR TOW DUE TO CRASH,292,2
514afa2e1d7c5dc1df6f8d117a1db36b68bc261650250b2011cef5bd9b3a4e31ca6d83e00392f634be591550f11fd8895d231e5e7b67b72fa5bfcea95198faa4,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,873,2
041583f87d455d7348cd532a01dcef1641ac9189084fa14dc65966e731994b025bbd7f58b43cb7c1556ab91107a167dc947bc05a800a199927455d4a5fc4d56e,REAR END,INJURY AND / OR TOW DUE TO CRASH,508,2
e3319525dc249588c1667cfa5e10515b3e101950ce9a90ce499f17b00d6438b92f2bbf20048f312e9fb528592835d5d5ed0684945feec972f52fca72859128c6,REAR END,NO INJURY / DRIVE AWAY,299,2
8b5acec8ac190c9ed2bd35faca3d8f7b1a55602c997c96723c1a5f6903b254e9fe247707d681d47af1b394f81e202cac46f480804d52a93ea4111362a787d3e4,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,748,2
6e1cd4a1795f2b124e3d328e2ada103410873b39c401102b1fbc91838b3bd81a0282fe925947b143dbd2980d75bd1fc26310646b7183e76da757390748fbbaf8,SIDESWIPE OPPOSITE DIRECTION,NO INJURY / DRIVE AWAY,234,2
d854c8735afba931137c908eccfbec89e404d10fe3258c5c20da34254df19ac33a390d3d8e33c92943035cc7637a4b1153c3f11e2f235168b47b3b8f3497ffd4,TURNING,INJURY AND / OR TOW DUE TO CRASH,4354,2
2e1f383a99dd61eada235f51038d287b89cfd862de5aa7b3987472acba2dbfb295e6f45aa230b279db7b1ac079e5e3c7024619488d5b4d38b2f5678d718c717b,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,1750,1
034576463f2edbbbf20ce916e3ad736f4b369dd032066c4538e99dc6b65ff540577cc78cbd4bdea96ee1bfc1925867aa169b2729279bb3f12babafd6df5a1943,REAR END,NO INJURY / DRIVE AWAY,1542,2
9da01943ea3bf0f834f6032ed26810b7df259290453343662b847c9339bc27a2cb9fe9f6a6e3fde53b76b00cc7b771a4c76c64ba248bbbd8f18dd96590b0140f,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,4117,2
9a846eaa006e9d765235cd20163efe4fc179c75e002edfbd03caaaeee6c56a2fc9340dad22257d10a6f50898227eaa635f16b0654096e2263b2ee96bd69c29c7,REAR END,NO INJURY / DRIVE AWAY,1931,2
3c4caf1bcdde1c751bf2ce1ca4533a61ebb83e8c5a33b39331c60d391f78ef515eb42dfdc4acfb0ea695366e2a8c2d0f7cd8d4a0405c10334028c560a9cc0fdf,REAR END,NO INJURY / DRIVE AWAY,590,2
bbe205386d108d421b72015feb0673bc8a6fe0321b30ca405f4a862e178c006cdb6afe494d4d83927b066143bf9848965e79fbb77248a0966ed88d3a733f201e,TURNING,NO INJURY / DRIVE AWAY,3852,2
1c2065ba29faec7340ca9ec3be03fc71facd8ab4ddebc15714c125ff695471d0699fe6f566233c1a00453248ac09913ac4f219a1255c2cfbe3684285e5cb97f4,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,4655,2
4a7d6449f248019f0589b98ae15b671e99cb96200ac033ebbda1730a66df297d93937d625ff197d876c6a5976bd25a6e5e55c4b524c3ed901292e47858d82def,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,1840,3
f440f1782e734e708049e153bc1746614883b84b7befd68c2e0424f42ba51f9f803d48f75f0a7cdeeecad490a55ed9024e3aba46bf3fff08264d22a98b2e643e,TURNING,NO INJURY / DRIVE AWAY,974,2
dcf5c85a0bc03195a3c5a2468e8d77b0de32efaff11d52d3a4b7f1d90d7b6e970ff7701486d21028f78c74d76aab4c61d7c2190bf93f8ad429ada25422dd500e,PEDESTRIAN,INJURY AND / OR TOW DUE TO CRASH,193,2
f6d860242f40144f63d611e144d8eff1123da14c2639f88e54e91561a9658209aeeec35c95090aae117f721692e83e2ac06f86b1c69c6e286060911837b6ceea,ANGLE,NO INJURY / DRIVE AWAY,1964,2
f11bc509f9f71bcbba3261cbc4900b3d829d10e4a5259b7505da57ab2b07f51a751230b1ab531a163e914484b50b7d2673f3fd56629f4bb46d39c00654e95fc9,REAR END,NO INJURY / DRIVE AWAY,3447,2
09cb20f4e0ec8121ff8c2b388c575f56374a3abbaa8d9a8d48c7c29bce66341654520d4094aba0ae420285cf6f4c02676fff26b40b2e68be9633b2f8383c81ab,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,462,2
6bab1d4a6bb03abec1cbf1bbf95d02a3593522a4a1426f7fb55c26014cd92492d6657207fdcbe09444ffefdf170d65289cf19e5e58f371db4e7f322d26cb740f,PEDESTRIAN,INJURY AND / OR TOW DUE TO CRASH,469,2
832975ead188ac0ff9ceedc6443c81dc14375213df7fe6fb598bb14b9bb1437278f14c0a1fb6b1c8d8ee33599efe815398b272af1ef810b97f4666893e933052,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,4459,2
4291d87b2883c430f5b1c97b8c87392407dee9270788990b340ac2da520db521711dbad05ac0de90f9c85218b37050f1926c0c0e7d7b241d543adafe1acc1c18,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,3569,3
d40cb14988339b044f3d784e836c40afdc8e76b879780bcfc4b1428ee6ae5fb08726b25652ea922dd4f842e512e8b1dbc388bf03b52f075c1f48cacfc47175f4,OTHER OBJECT,INJURY AND / OR TOW DUE TO CRASH,4917,1
9d212d247a73aaa20c84b378ecc4134feccaa43bed3b9b7b4094e7a5e8f9eff92a6b69181e1cac8625d6d4af0db2d09cce41cab6fd7fafd77f950a8a7920de16,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,4324,2
202d668ab55bb77ed1d4cf6b905e3f27effd5742e58e265904a2d508856d588c8c99dc9bc840068c443eaad99b81a476a1148bd72e2b394e3527b22b520429e9,TURNING,INJURY AND / OR TOW DUE TO CRASH,3073,2
431055692deb6db74e44b42ba1d2fcf8945b6fa88963d697784b2eb88b0b3401fd01359e6e2b0588447a2305c75781c3f2eaf96e02b03b25d18da3f8eed0be0b,ANGLE,NO INJURY / DRIVE AWAY,3358,2
ddaddaa60ba2bb471fc013b6f66b252eae7809d4f9c61b0b13d3a594ef0a5512a10bcedd9cf0495e1bf27f4f66fadc1b4c26f4e1da21af1249437397ca17c70e,REAR TO FRONT,NO INJURY / DRIVE AWAY,1065,2
62063a6a62b01fcb17712e5d58751723f9b85a3a9e2168026507d13774450e9da630562429e726fd59596276475ccbc34f52f7b5520f96a549a50588773d244a,REAR END,INJURY AND / OR TOW DUE TO CRASH,1804,2
2bb79e87224ed5e36b479c04e6e564efca19a69d7d33c68d5ebe71ab2e3c8e5867dddcae1363b03ce0b3918d311d1b110c8197277ef18cd6e1fee69d25732524,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,3953,3
f487a8874809b391f7a81554a5a6dc40821add0f0ad29097a653c78d4633062aa411edcd2691b7bab59de8fb60a4c1ef623f9ab3558c3b81a92ba36bdda40a54,ANGLE,INJURY AND / OR TOW DUE TO CRASH,4434,2
de6479e24591b03f00ada61f0c703febb827c90c8db3b947192042825938dcdb6261a02439da269c9e1f7f77c18e4aee9f549b1d2aebc09493780903fa75b0bc,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,2303,2
b230f385221223c04c285b76d4418880baad80f26f667a4f1e23fef6de8cfcd8539d7a03e48b4d83245cec4a4a0eaf329f7961d572f4fe24f14d539404e3bfb1,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,4031,2
56fe548d9797f06c5397bd485e79ab9c66076ff34de672ccd7923daed7b1649d525b0c0f642cbfdb7ffdb2c5c0d9492ae16fa6f99644b59d6a14906d98c8cb57,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,2094,2
94cb474fb72b3b8d69eaa8d2abbc6530cf85fe797f22a6adf90b372e32af0a5c12475a53e32b0a27db4a529a66a8cc0917a415dd3fbc8561c122759dba82f7c5,REAR END,NO INJURY / DRIVE AWAY,819,2
656e59fd125e26a1872983fc049050f380cebd37155d68d2bc54e2b642011df85146b256b63e36a49dfb9bc5aa9dcddab7e37a96661c9bd3a13b524d275e61fa,TURNING,INJURY AND / OR TOW DUE TO CRASH,1760,2
491eb53b13846c0e139db5ee7ed70fb7a198d626cc899e34c1cd02e386a442a7550b728eae392bcd1da12ed432f2de4e8a52321eb6135ffac386eef4e222fa62,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,4138,1
de69387226be8554c39a4a2660d07a7d1ea74d7be82acaa8f48c2fdd877e80f9d4450a877f41c5af5fb5395f3d823949155f84dd97750ad42a09c281e0619a75,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,3813,2
24b1b71dd0908aa51ced9cf90f6b83eb021f569cd6673acf9af290518cce1c3735612e163f52173669e987a2a6866b3314d933f7ab499466725d2c1e2b5d416a,TURNING,INJURY AND / OR TOW DUE TO CRASH,4405,2
779f2ddc4e2f44954bad923a8abd78d1806d4443c96c2b7addc843a35dacb9a2ede1c773cb54286faac9aa0029d322558e978f95acbc1ac69700e0dda8b0eb8b,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1150,2
725945bb341e33d79f2dde33c4cbf0f8ea468073652deef25ca4a73879c1f7d47ea09d985bef2fd565e5e81bbbefe354072a51e7c5cb1da0d870d22db2db89f8,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,2979,2
b83dfa3045e560e7fceb6c6e672a64d826ed985c00c4f2abf1f38cae872c6c2a162d282c6f131d01c961efe9501fd9079e1bf68ce196d1e511ce0c1e6942e2d7,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,868,2
47adfddca2f80ae4182319b62406ef4957852861e2ae74315dc45e9b267abffb7e082ff7b203e36718934cf7d44bdb58634ab4fd608dfe3224724ce83de92885,ANGLE,NO INJURY / DRIVE AWAY,802,2
31f4c9353a72c9d00b3f480fdbf6843a562f1094c2b49d4d3e360b391dc82cbd3be669243487859fa1cc87ac459804ded17961ec25ed61c141ce794cb715e1b1,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,2430,2
634426a4e58b2ba2bdc58410f5ee14fbcab5d73c087a289e74796b776230a214c248c3baaf502cb715bcd02cb951d7130bc6e366a0355fe40c827b2ed381f937,REAR TO FRONT,NO INJURY / DRIVE AWAY,1874,2
2e3784f5bb9a49ea563c8f598e21c2c3a7eb3b222153db7bf7307382fb5f25ebef32009d16e598ea76d66b3518bc3d9e5a375e7e24d754ee0151d1b167f9cbf3,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,3460,1
d93dd83d41ae63aa85e455c8deef02312af6fe3aaf0fce33d20c734784ff4fcf86d4d66a89f650f8aacc226190e931a9fb4e4a24345ba031c1a04d2de3af243d,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,1445,2
13aafbd29aad41708bc1a8b67c3c8a9430f65df8ce857d88946cf7b28f494b0f618b514f64541c71e2246bcc729be92c6343a02a1918f47c0ed36bae00f8397a,REAR END,NO INJURY / DRIVE AWAY,1948,2
1cc31056a22b9fedebce95f61bbdf722721005daefc47a627ae9b083041a9b59ee25ebe7d38cef70437148e032f483bf1c8e4302e56ca3ddb1c76a96806f3af6,REAR END,INJURY AND / OR TOW DUE TO CRASH,4547,2
983651a15b593f7d4eb002e56ac7d28c2084e52accf92dc7eb3f0cf3cf9260569378d84bc284810fcf4c0567a841b73eba95d0a0963afec752505d276eb833b5,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,4414,2
082c4c40aaf6e17961a9d13defaf948c248a2acde5330edcf3a1bab75a628e74fe5833ce9fdc794b1b2bf9d725254c32b6cdda8adc049fc16b755adcc7f45d92,REAR END,NO INJURY / DRIVE AWAY,523,2
523acb7250829da4df2692daf3a92af6fa7652e61f66ddbaf83b8ad64a8f7483fa7d9118f6a6667514306c19557b1a1c3a5419d97b5042fd5564de9aebeb3e90,TURNING,NO INJURY / DRIVE AWAY,4462,2
b4053cd13bc94051127c6e8bc184082539725e885187ac5d98276ebf5415f8f942d76ee101b71c45d3c6d9e569be5beac9736066aeaf66a88e117c2886d97d5a,REAR END,NO INJURY / DRIVE AWAY,811,2
c2a82dc1ef8d20913588cccd3733473f4d4ab946241f9e67c98ae600da7276e737e4bb8cafc5f488ce72a8364947eef60f36759481d9461b079608dd4484a0ae,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,3388,2
99892f02023c8786ac1de6002a7e3e9346a904339ad821f7e62b422f77f1ab9d8a2970e50922b5303a195cfbf6a543921b1ec8f369d76a7862c19d7b67550fbf,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,372,3
9a6da311ebfae3986b20e4d3d3527eaf189c9feb8a10c8f31d27720ae5731feb5a7d79eca5789aa7895bd588bc8a152980274d019155c14be1a35cd633b9f9ed,TURNING,NO INJURY / DRIVE AWAY,1585,2
e6e2509e29b945e71958d76a762d323489afb288173d620a89c1043f209396082dcf5bbe3ce2fdba94f71e03fb7304ff16d6e2f37429c5949928b796fb48d873,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,2141,2
320c4a4d4f0c10e63c8c5ab1ae7abdc5a827571ed5aae3bf3374df49c451dd2b82e17d547bfba875f6c3a7a67823606bede68a08dab7c810480be185dc2f62c1,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,3929,2
f965e8ecb373f7a1531750cc1e49f8a63bbd141137149283a135ff172f4e505c256c3dc6c935efcd5a1927aa3f6bdbf8c32ad5144160e6b300c3df39fd31b429,REAR TO FRONT,NO INJURY / DRIVE AWAY,1500,2
16330e85ab0e29fae3925510315534b5d86f49123b6157fb8c0590387eee25fddbf8619dbb633d57b79b94e6d0a751318bed1289b9a18de81aeec00de93f32d8,ANGLE,NO INJURY / DRIVE AWAY,3847,2
3285eeac975f482aa0e2d7d19311fb98e85827279445fa54b0344488dd7363906d6d0eeb59c045652726f566828a9c721a8771434e087e27099685b824066849,ANGLE,NO INJURY / DRIVE AWAY,3595,2
e6b5b7b8347783cb0956cdd7f9189811bb01404d54aac5dec7a2f5996567982c5d5315d8fc7bf47eedf294397b367c708dbb6fbc470f4bae9fe1500dbca93441,TURNING,INJURY AND / OR TOW DUE TO CRASH,4399,2
7df3d2670521b87db01c5431438b6539a433ef4383ed2af9b286355d14962e627538349a43d3521a762d7bdabb5f34ef0427de5c1b0d874c930b31d967d4ec73,FIXED OBJECT,INJURY AND / OR TOW DUE TO CRASH,2387,1
bd03b5849f7df55eb5a84aca51b3121bd82c4320aa32eecd1bac32a4152769162c6afd41b06b27cfe8272c8df6409c2fb22d5b06ebb973a27d266d315416a6cf,ANGLE,INJURY AND / OR TOW DUE TO CRASH,4756,2
3c02d6b8e534b7c1214c555c6606ba6c75256872fa482c84106d67e4bf65aec2fb75a4463de5c84b6a52bdc1495088d90186fe6a4bbc6ab1d4b3fd37e8944c3e,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,553,2
72295ff2da7d316673712795821cd5fbb4cdaa75b24a7b99c54e4da34b28a8b81e06c1663bbc70d34b7218f6772668cc1ad5be65623992935dc4a442679973bb,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,505,2
30bac5bca32129bc9ad0a22804d32e8d5a6d9dabb6522682ecbd6d6162193b4b22503d05744f4c788825d801c0a1088d177bb968414ee99facfc53f7dddbbd50,REAR TO SIDE,NO INJURY / DRIVE AWAY,3974,2
9089a83ecf08eb9e16c30d1c03f880cdaddcaa261261d424b74745cfa3ea5c6b2f1ca8070a65f80fb78c0bf3d01e2592e84573fc34cf7c4dbf8641fd662bdf13,OTHER OBJECT,NO INJURY / DRIVE AWAY,2113,1
4e9c1acad402953135d679792cae0aefc13a732844ee4982f8ca35d8c17d5f4812380c413423e88b90323332f00047b9441fc48a0d004fc95ccf331869437693,SIDESWIPE SAME DIRECTION,INJURY AND / OR TOW DUE TO CRASH,3851,2
d36ea78d27190b22f21c5caf03405991d20848a5a5fc2bdc34f275bbb66830db4ad6e3c5d3ef0b344b905edd66d562adcb9fdd4f33ade660ffb29b14e4578e2f,REAR END,INJURY AND / OR TOW DUE TO CRASH,2536,2
d57e7c8cfa9fff66cfa0ad69ab075e4dd0d0c518c6cc31136ca054fa8c73647959efc722849dac4cefca325cca8a329c93605db5cf32cddeb53addfac39208ed,TURNING,NO INJURY / DRIVE AWAY,2911,2
e9d276a2dd43a888251d8b508c30e7686df37f1d5a4e9566ca40c060426dfcad992f01e039d0cc93eeb0325392bfcb8ab9a7109af3b703d69b25612f190f3ddf,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,619,2
49aa775728342aeb6104955cc08473ee442adc3c48143fb695bf2ea88d98917f5777fe5ca81839a2007d796a83f64ea140fa04cbed2dbefea41da602cefa964b,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,1801,4
2357792b0aa964a306741074d73538828d3f5f8452b9355cc4f82fa2cd5368ae44e5d894b2731fc9cd682885e3427db42b94b52187639f8fc3a9e246356bd421,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,4429,2
2fb11dca432383d27d6ca4d8cd3a97072b1cc59b11c24db708994ef5bb5100b2e58e1eafef1de49a3c4acdf04e66c35fc31699c9461e276d3aa065eb385bdc85,TURNING,INJURY AND / OR TOW DUE TO CRASH,4010,2
fce5ef5861f9f979db3deca1773509a8530617da8fb66119a15c279e522e75dc7058c782f164b4a965850b8382f34210713366459680a23d2f2407bd0c02536a,PEDESTRIAN,INJURY AND / OR TOW DUE TO CRASH,302,2
4261f3249e02ec57c38e7e2f0916e867de77ff3f04c3890f837aba23bf25e294576e6691480ebc42552a861dc538dcc561a10a01d66c5ba6f0581a55af22f25a,SIDESWIPE SAME DIRECTION,INJURY AND / OR TOW DUE TO CRASH,4101,2
f5ee634b9cadee72a92cc0deb039482306d71ba59b9ef7d733024fc4099dd6461820cac4c11c5678c40a4d032e48400ec33bb3ca80e4361d4c3e57094d378afe,REAR END,NO INJURY / DRIVE AWAY,4636,2
123f65458fef19385834991814f2fe59fe414f23968daab6bbbd52fab52bac11b84dc9426116e5559da47551c3ce6bbf68a72afb4d2a492eb155f87408e3ea76,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1400,2
ffafda98d1742495f37cff083562663adab4ebb4308f73edb29a6c76eb04bc559f420a86b823f9f5a818c2cd716d0380f5dba6db80546c4c0ef33bced2e8df2d,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,1221,2
19e9a2dd23136ab96f394d1258f34f77781a097a84fd95951e73c3cf3ee7b4b8eea247b046c6d7353b5a9432d8fc852cd39582b021d9eff0c6f766d7f71d0fd4,ANGLE,NO INJURY / DRIVE AWAY,2424,2
4fa8bfeff0c3e5e74c232e3015f49f4bb163917fcdee90f9c93c57923cf7533621e9fb79acf6294921b3b82cdb7ed36d36b1654c8ff58337519c8384f078659a,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,4705,2
9fdca036d154ce56d3b030e6172151bb713b0f14f3bcc8d3ea377bcfc05d2fc577cad424249855ade0704df14fc660a3f88cf105f097fe368d22ba8201015b83,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,2892,2
2078f0622cb9504b9baee874263aa102a2f517ad6c7d1ba9004c28e8004a4765d468da0531643cd52175d24f454e76ceaa115149af87fe3c9f376ed713992a0b,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,4977,3
96e06710735bd064febf10af935c8070bf6a329860ac929a96b5b5425271461d65f4ff4cc4c060d87d10a0d30174e5a358a0cdb26f59d62068bf5eb1a4933e24,SIDESWIPE OPPOSITE DIRECTION,INJURY AND / OR TOW DUE TO CRASH,3672,2
d0b6074f2f7e3b08821c4e2b8177eccc121ed34295a5f73202b606dac9b23a2f9c9f6d987610018c1cc0ac793cf510b1ce09ce66b6d2660b943be6fca33b4328,SIDESWIPE SAME DIRECTION,INJURY AND / OR TOW DUE TO CRASH,4272,2
5d4706a845131dd61168eac98cc2ab9868483edebede43e067d2b9beb1fb071d39b80dd0e445ccf1c99d6cb06b27c408e345c8936733aa238b9e26b88b7d34ed,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,2478,2
099df5f098de3be83211addf2336f828da5ffadad9145c674f5c76b87040c675d70fec16e9f333750bd41ec2d7ed0e65aae264525a41f4bf97394db6e132c35c,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,926,2
f0676daee90f2aac472e9d534d33da4b8c56ec565646f6950e01dafc9b2de79b7de66a92f02cd6fb918aab7a47a5b44331ac4be86394dbbdab50d74c7aeeee30,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,3520,2
a69e0fd6f9d88e23d66d7510fc659a269d9f42d673f19bc715d70e84b6f0df2f60501a944cbfb8d6cca8e4bfd9d7abcc1f1fc4c99a23f526db13a28fa9284380,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,1215,2
3511b6974221bc71bfadb79629049210c5d61fbe551615ba7e8d1ecbff561162b93485d0be91fe40fd1ced69427f9b88c2a30a8921d70b49d0a4f194ade0fe5a,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,1402,2
b32a86656557668ebb780025af027d1f9bdbc824690a363ba585ce426a7d1bc3983754517ea1d89b15851e48e1e77ac0aec4c86fe1d2b27b907eda7e94527bc7,PEDESTRIAN,INJURY AND / OR TOW DUE TO CRASH,3731,2
2563e918e32332d116fa5eeb90816a1f0e38bb667077a69aecc57b7073e6be347033781e285d9267fbeb44b57ed07c348091538a30bfe81451cdddb112faf845,REAR END,NO INJURY / DRIVE AWAY,820,2
434941596804df69c308d9416e5bc910da20ed0498f5d98f3420769c79e8d770895fe1957316e4fc91468e73fad671cc295bfd8c7b689175f99830255cd88b84,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1161,2
e1f49272816c1e02d673b1e3b22c1e6d1759e3e5fb3e5fa19ed9125c89cf520f552b1149a62b1b5155373e13ec657fc42af4d6efa3f9127e11b305a2d08980bb,TURNING,NO INJURY / DRIVE AWAY,4566,2
4ffdda0a153eab13368f34b109bcf52bab85e0c3433c9cc9b206cbc7cf45db6ae704a1bfaf8b25b66124cf2252dccf4fbc4b562a6827c045644519b3e667a6c9,TURNING,INJURY AND / OR TOW DUE TO CRASH,2211,2
460cbb424bab8bd1b67a83d921a22d8ff3d0987daddd1800aea524c410adbb15bec70c62924cb3275dea904652b18b29dc89c655f1a0639d28043770584f9f96,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1871,2
53b58e412763a3b0d872bbbf09e88c4b6d10a5cf1b8bec319d25e98b01e3b89900ca43e779ad65a125174a96c5d4a1b82528a00841f4b03c2c5e613b807865dd,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,3967,2
6854f17e34c0cb3553eba21fee03ceb837ecec0ba304ce605c1957eabe4c5f50d7f90ec610ae2ba9e98d63c3440438151ff0530b8ee80f3222f5fba64a9bf33e,REAR END,NO INJURY / DRIVE AWAY,3489,2
7e70d67bb11492da83ff12e3d316113801a0224684056aadb5cc82b2af5781c4d461051a2b98219e44cb0451ec8b245e0e7f84e2c6534bca008d22e82c69bd8d,SIDESWIPE SAME DIRECTION,INJURY AND / OR TOW DUE TO CRASH,1785,3
51fadc4148b02463a3a89a02dd9e5b0fd1bd25d50d0fe8cd5d4691dfafaa0fdedd6c84535dae3176581d708a37cbbbd76e77001dc112a3e110e3b79dcc36166f,TURNING,INJURY AND / OR TOW DUE TO CRASH,4112,2
794bde1b61ce21e6e56b8c99475efa1321192982d4d37af2eab7031aaf561a9b28e3db41880570574445df49df9c9c0bc401daafb7b8c7258845f088fbd3424c,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,1477,2
4174a38f680f673d022dba748723bee9633dc3f07ee3973a8d0bd4bc99b2c6cfeb4bf4476712981b043b40610e85d00eebfbc938bd87a3760fef8d7ba82f9089,ANGLE,NO INJURY / DRIVE AWAY,4151,2
e11eb269fe8dc03e5dc47ea6bebc54f659341c3d2782320ac7bd22438b0574b2424f342b1f5c6473be17ae6339afbb85bc65220b1ccc51f6dd272bb286b79743,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,1070,2
1d1945db52c262d20ddb251f7307e7e93edeb2f22d8b73f2d51a55333b500d7b677ecc6e3a0e6f322f6a5fffe3484ba53107ac15e1a61f58e0c1ec43c6a3dddf,PARKED MOTOR VEHICLE,NO INJURY / DRIVE AWAY,4887,2
2e65a2e68e9b7ec05fd25d2e3db0f04b3af2bdd4854901d60f8688a626f4af8b02e524eb6d123aa46a0db400cf9a6f4ad51ec7ab8d0d0662024cd5c1c7610bc7,ANGLE,NO INJURY / DRIVE AWAY,2582,2
2c84550f5861a44657304e8d279891b08dec15897e47a6010d661f21246791825d9ccdee00253b0e3e16870b54f0a186ca593407a09ea60ead06e54dbca2f5e4,TURNING,INJURY AND / OR TOW DUE TO CRASH,4864,2
22e36b3f612e69ed4f10d72ae0ca3ff5caee01c1a4dbe8972e2dc80e2b40027540341d0a3ed40f233cb952b33977e2f3152ed5392ec58ae8d726a5cd49bebe68,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,526,2
aaa1dd4d8f6c31bc8f179e9d295280fe3913dee3d62810ffeedf33950aa944ac04975514d5d89578e0f4e2f76cdf77945d5c6eb910da1acfa197fae20a07e8a8,SIDESWIPE SAME DIRECTION,NO INJURY / DRIVE AWAY,1648,2
5c0ec8b5334fd0f3de457a33f6852b734a55cad09f265daa55bb990eab486f84d616f6f5f54c27a3a20cafe1415eb8f3f28d8975322f219da863e2b67ce56aa4,PARKED MOTOR VEHICLE,INJURY AND / OR TOW DUE TO CRASH,4707,4
621a7beeee94fbc87b2ffa8e221c977098fce3bcdb4b7cdaf51f32d4111979f29901a31d7e0dfc613d41bf61a749e7ab0c4ef009d7887076d33e113cbcfee9f4,TURNING,INJURY AND / OR TOW DUE TO CRASH,792,2
