crashUnitID,crashID,vehicleID,damageID,crashDate,unitNumber,unitType,numPassengers,vehicleMake,vehicleModel,licencePlateState,vehicleYear,vehicleDefect,vehicleType,vehicleUse,travelDirection,maneuver,occupantCount
1326575,f705724947a07746e087f7a12b925d602a47374777828ac0ee97eb62995921c9ec19f8269753f4702469c1c93aae30a9073597abd135fa136876758b3b44aa14,1260129,447,04/29/2022 08:56:00 PM,2,DRIVER,,MAZDA,MAZDA6,IL,2010,NONE,PASSENGER,PERSONAL,E,STARTING IN TRAFFIC,1
1326576,f705724947a07746e087f7a12b925d602a47374777828ac0ee97eb62995921c9ec19f8269753f4702469c1c93aae30a9073597abd135fa136876758b3b44aa14,1260130,447,04/29/2022 08:56:00 PM,3,PARKED,,NISSAN,SENTRA,IL,2006,NONE,PASSENGER,PERSONAL,N,PARKED,0
1326577,f705724947a07746e087f7a12b925d602a47374777828ac0ee97eb62995921c9ec19f8269753f4702469c1c93aae30a9073597abd135fa136876758b3b44aa14,1260132,447,04/29/2022 08:56:00 PM,4,PARKED,,JEEP,GRAND CHEROKEE,IL,2011,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,PARKED,0
1326787,14f31bd5eea070507e23e0fcca80bdab63af90c0f52d5bf23df3c6248acf9958b356cc390410065dc8b81a53e513b4e38ace610c6cf88d51fe8b22d8fc8490db,1260331,219,04/30/2022 06:46:00 AM,1,DRIVER,,JEEP,GRAND CHEROKEE,IL,2012,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,S,STRAIGHT AHEAD,1
1326788,14f31bd5eea070507e23e0fcca80bdab63af90c0f52d5bf23df3c6248acf9958b356cc390410065dc8b81a53e513b4e38ace610c6cf88d51fe8b22d8fc8490db,1260335,219,04/30/2022 06:46:00 AM,2,DRIVER,,MAZDA,CX-3,IL,2011,UNKNOWN,PASSENGER,PERSONAL,S,SLOW/STOP IN TRAFFIC,1
1327078,72cddc0d00d2d78c03bd19eefc52b5123d0fd33f7f14d1065b4356b41a43db8f33af95d5c213d4199d7dafdf722cdb283cab637693de938ae3e518fb12211c66,1260613,299,04/30/2022 02:30:00 PM,1,DRIVER,,BMW,OTHER (EXPLAIN IN NARRATIVE),IL,2015,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,BACKING,1
1327079,72cddc0d00d2d78c03bd19eefc52b5123d0fd33f7f14d1065b4356b41a43db8f33af95d5c213d4199d7dafdf722cdb283cab637693de938ae3e518fb12211c66,1260617,299,04/30/2022 02:30:00 PM,2,DRIVER,,HONDA,CR-V,IL,2005,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,UNKNOWN,STRAIGHT AHEAD,1
1328252,ea024cc1535494745c73d536fa7552eab3cdc354a3d8ee1ca90889a07ec0ec86996b9bcc3e3a7bb9e66567dab7739b5b36bbd936353f86b326435391198af453,1261729,237,05/02/2022 12:05:00 PM,1,DRIVER,,FORD,ECONOLINE E150,IL,2011,UNKNOWN,VAN/MINI-VAN,PERSONAL,W,STRAIGHT AHEAD,1
1328253,ea024cc1535494745c73d536fa7552eab3cdc354a3d8ee1ca90889a07ec0ec86996b9bcc3e3a7bb9e66567dab7739b5b36bbd936353f86b326435391198af453,1261733,237,05/02/2022 12:05:00 PM,2,PARKED,,TOYOTA,SIENNA,IL,2006,UNKNOWN,VAN/MINI-VAN,NOT IN USE,W,PARKED,0
1328510,2af4ef5b3ea7296f033bb5448ce2f7d6b8cef4797f14ed6dfa65c21519e919e551c989a9d597209134d9580a89f21e256a14b7c22a30329d0dd761d9b8cf7dee,1261984,363,05/02/2022 12:30:00 PM,1,DRIVER,,UNKNOWN,MOTORIZED,IL,,NONE,OTHER,UNKNOWN/NA,W,STRAIGHT AHEAD,1
1329259,7881486f944fa93e670189fe04abf3116e6a7e8d2847259d3d53d9e1e6943979162ed0994057c1b1e61cf9b18f6dd25a6044987484f5c1581469b642dd0e57b5,1262703,477,05/02/2022 07:40:00 PM,1,DRIVER,,LEXUS,IS,IL,2016,NONE,PASSENGER,PERSONAL,UNKNOWN,STRAIGHT AHEAD,1
1329365,5e4fb84c671cca04dbef6018c5ecf24713f1b96f377a6fb19b4db148b9ae0918920c1bd550fc7400fc216ae78b9c932fd2459858330085fda2662c6571bd2170,1262811,345,05/03/2022 10:21:00 PM,1,DRIVER,,JEEP,COMPASS,IL,2016,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,1
1329366,5e4fb84c671cca04dbef6018c5ecf24713f1b96f377a6fb19b4db148b9ae0918920c1bd550fc7400fc216ae78b9c932fd2459858330085fda2662c6571bd2170,1262815,345,05/03/2022 10:21:00 PM,2,DRIVER,,JEEP,CHEROKEE,IL,2020,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,SLOW/STOP IN TRAFFIC,1
1329367,1ec1af68bafc2ba36522e019fab34419fbc10c1c5fc29822b417101e37661f9d8cba7497a382219a487fc094f7f6e3a651cb256ffbe3ebd8f19d8a3d1d87f7b4,1262807,413,05/03/2022 05:28:00 PM,1,DRIVER,,FORD,OTHER (EXPLAIN IN NARRATIVE),IL,2011,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1329372,1ec1af68bafc2ba36522e019fab34419fbc10c1c5fc29822b417101e37661f9d8cba7497a382219a487fc094f7f6e3a651cb256ffbe3ebd8f19d8a3d1d87f7b4,,413,05/03/2022 05:28:00 PM,2,BICYCLE,,,,,,,,,,,
1330625,148b4b951491334006388ebe6b52b07e6d495394fe377c603b851293b082d600388a349b52bc82e8d4828629d3670f879bd90bfdcb857ad04fb48227395b7a29,1264015,136,05/05/2022 05:04:00 PM,1,DRIVER,,FORD,OTHER (EXPLAIN IN NARRATIVE),IL,2008,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,TURNING LEFT,1
1330626,148b4b951491334006388ebe6b52b07e6d495394fe377c603b851293b082d600388a349b52bc82e8d4828629d3670f879bd90bfdcb857ad04fb48227395b7a29,1264026,136,05/05/2022 05:04:00 PM,2,DRIVER,,HYUNDAI,SONATA,IL,2018,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1331531,66ef2dda24ac89ab3007eea8043bf282d80d195fa9779f729b706cb8b7b9eb4123ccf1d3dba3640be2a9189be4bc8e5e7c606d9f1d186c2b0a3769b322ae9644,1264909,342,05/06/2022 04:08:00 PM,1,DRIVER,,AUDI,A5,IL,2018,UNKNOWN,PASSENGER,PERSONAL,SE,UNKNOWN/NA,1
1331532,66ef2dda24ac89ab3007eea8043bf282d80d195fa9779f729b706cb8b7b9eb4123ccf1d3dba3640be2a9189be4bc8e5e7c606d9f1d186c2b0a3769b322ae9644,1264923,342,05/06/2022 04:08:00 PM,2,DRIVER,,HONDA,FIT,IL,2015,UNKNOWN,PASSENGER,PERSONAL,SE,STRAIGHT AHEAD,1
1331545,df0677868d8dfab993132f8630af64195ea9125b31780316f4770f2ad0b6ef6c3196e05e463a4d90916cb476120b5fa0e102387027a49ccb0cfd818db8ff5654,1264891,230,05/06/2022 05:50:00 PM,1,DRIVER,,CHEVROLET,EQUINOX,,2010,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1331546,df0677868d8dfab993132f8630af64195ea9125b31780316f4770f2ad0b6ef6c3196e05e463a4d90916cb476120b5fa0e102387027a49ccb0cfd818db8ff5654,1264912,230,05/06/2022 05:50:00 PM,2,DRIVER,,HYUNDAI,SONATA,IN,2012,UNKNOWN,PASSENGER,PERSONAL,W,SLOW/STOP IN TRAFFIC,1
1331547,df0677868d8dfab993132f8630af64195ea9125b31780316f4770f2ad0b6ef6c3196e05e463a4d90916cb476120b5fa0e102387027a49ccb0cfd818db8ff5654,1264916,230,05/06/2022 05:50:00 PM,3,DRIVER,,TOYOTA,OTHER (EXPLAIN IN NARRATIVE),IL,2009,UNKNOWN,PASSENGER,PERSONAL,W,SLOW/STOP IN TRAFFIC,1
1331679,e611dae1a7bf50740f36ce30d224b9d0a5758ae58c07cd0c0e0d981c3c34c6eb9038b17afb97f5536c83d95000ba35fb4866ff79629ea5c47734ad6e57144638,1265016,21,05/06/2022 10:22:00 PM,1,DRIVER,,DODGE,CHALLENGER,IL,2013,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1331680,e611dae1a7bf50740f36ce30d224b9d0a5758ae58c07cd0c0e0d981c3c34c6eb9038b17afb97f5536c83d95000ba35fb4866ff79629ea5c47734ad6e57144638,1265018,21,05/06/2022 10:22:00 PM,2,DRIVER,,DODGE,CARAVAN,IL,2010,NONE,VAN/MINI-VAN,PERSONAL,W,SLOW/STOP IN TRAFFIC,1
1332035,0958a471511f05264b1f906c937906e78767746b7e643cd45ea3b6b032e791819b3838f54f9adf68718995d0f1957c1144df93653554989148bdf08d42874821,1265375,391,05/07/2022 12:18:00 PM,1,DRIVER,,TOYOTA,OTHER (EXPLAIN IN NARRATIVE),IL,2005,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1332036,0958a471511f05264b1f906c937906e78767746b7e643cd45ea3b6b032e791819b3838f54f9adf68718995d0f1957c1144df93653554989148bdf08d42874821,1265395,391,05/07/2022 12:18:00 PM,2,DRIVER,,ACURA,RL,IL,2017,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1332327,2594f73f161130989a70b0e7a817537c6acf49ac0395b85f7fd21eedded595201ebf19d7e8c0080372c3a8c6cace5756ecd278f982694d6e99e28516fdbf7d36,1265656,218,05/07/2022 04:30:00 PM,1,DRIVER,,CHRYSLER,OTHER (EXPLAIN IN NARRATIVE),IL,2012,UNKNOWN,PASSENGER,UNKNOWN/NA,W,TURNING RIGHT,1
1332328,2594f73f161130989a70b0e7a817537c6acf49ac0395b85f7fd21eedded595201ebf19d7e8c0080372c3a8c6cace5756ecd278f982694d6e99e28516fdbf7d36,1265661,218,05/07/2022 04:30:00 PM,2,DRIVER,,LEXUS,IS250,IL,2014,NONE,PASSENGER,PERSONAL,W,TURNING RIGHT,1
1332362,b0d76026e4a2a0ded6609d957a1785b8bafbb7228938b4897fdb38f39cd27cd841e6cf58ae7d9becccd0175c6f458a8b9ce1d96e958de3b0efbccf16dae36658,1265682,164,05/05/2022 03:00:00 PM,1,DRIVER,,NISSAN,ALTIMA,IL,,UNKNOWN,PASSENGER,UNKNOWN/NA,S,UNKNOWN/NA,1
1332363,b0d76026e4a2a0ded6609d957a1785b8bafbb7228938b4897fdb38f39cd27cd841e6cf58ae7d9becccd0175c6f458a8b9ce1d96e958de3b0efbccf16dae36658,1265685,164,05/05/2022 03:00:00 PM,2,PARKED,,CHEVROLET,CRUZE,IL,,NONE,PASSENGER,PERSONAL,S,PARKED,0
1332380,111d4611cfbdc84ca24037cf53a607de93d151a6c560bb1f9644bfa55935bdccc6a8b27913f739fc2a13c5499e56d8f3d977c4374a93afc0642a12af51ac3877,1265704,22,05/07/2022 06:25:00 PM,1,DRIVER,2,CHEVROLET,VAN,IL,2003,UNKNOWN,VAN/MINI-VAN,PERSONAL,W,STRAIGHT AHEAD,3
1332381,111d4611cfbdc84ca24037cf53a607de93d151a6c560bb1f9644bfa55935bdccc6a8b27913f739fc2a13c5499e56d8f3d977c4374a93afc0642a12af51ac3877,1265708,22,05/07/2022 06:25:00 PM,2,DRIVER,1,DODGE,DURANGO,IL,2014,UNKNOWN,PASSENGER,PERSONAL,S,TURNING RIGHT,2
1333675,8e9a092e461b85125fd9a03e4f9222ef5c041e3330d31ea9fbe205c9b8d376417429f1a0c33178fd802e2412f6d344ae44ec30bab1e0e677142b8ec4844f098a,1266930,194,05/08/2022 07:30:00 AM,1,DRIVER,,GENERAL MOTORS CORPORATION (GMC),SIERRA,IL,2010,NONE,PICKUP,PERSONAL,N,BACKING,1
1333676,8e9a092e461b85125fd9a03e4f9222ef5c041e3330d31ea9fbe205c9b8d376417429f1a0c33178fd802e2412f6d344ae44ec30bab1e0e677142b8ec4844f098a,1266939,194,05/08/2022 07:30:00 AM,2,DRIVER,,TOYOTA,OTHER (EXPLAIN IN NARRATIVE),IL,2017,UNKNOWN,PASSENGER,PERSONAL,N,LEAVING TRAFFIC LANE TO PARK,1
1334073,92c72fbdabf7f4bbbf487fad372a13282f929cf122fc7d272df31ee3d43531e793837273adf3e835ef86c6c3e37aeea5d1ab2fc2f89aa807a8fcbe857b6d13df,1267310,186,04/23/2022 10:30:00 AM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,W,UNKNOWN/NA,1
1334074,92c72fbdabf7f4bbbf487fad372a13282f929cf122fc7d272df31ee3d43531e793837273adf3e835ef86c6c3e37aeea5d1ab2fc2f89aa807a8fcbe857b6d13df,1267315,186,04/23/2022 10:30:00 AM,2,PARKED,,VOLKSWAGEN,ARTEON,IL,2021,UNKNOWN,PASSENGER,PERSONAL,W,PARKED,0
1334090,11fde3177840dbdf2a4f2093f77dbb5cf4c9e9aeb0b5eb07a59fdb9809e44de7706107c761a49eed8e14e2d93a4fa6fd2c9da9433590fec437de641ba6ff5c00,1267331,382,04/19/2022 12:00:00 PM,1,DRIVER,,NISSAN,ROGUE,IL,2017,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,CHANGING LANES,1
1334091,11fde3177840dbdf2a4f2093f77dbb5cf4c9e9aeb0b5eb07a59fdb9809e44de7706107c761a49eed8e14e2d93a4fa6fd2c9da9433590fec437de641ba6ff5c00,1267334,382,04/19/2022 12:00:00 PM,2,DRIVER,,HONDA,HR-V,IL,2016,NONE,PASSENGER,PERSONAL,W,SLOW/STOP IN TRAFFIC,1
1334210,ccbc34c21e42a5cc6734d16b017674a61d5984cec5e61a596626fc8baeb7069d508f08937f4dedca6e008067be9f0b803918b54418326aa3af715acb073e7efa,1267461,398,05/10/2022 02:15:00 PM,1,DRIVER,,CHEVROLET,TRAIL BLAZER,IL,2003,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1334211,ccbc34c21e42a5cc6734d16b017674a61d5984cec5e61a596626fc8baeb7069d508f08937f4dedca6e008067be9f0b803918b54418326aa3af715acb073e7efa,1267537,398,05/10/2022 02:15:00 PM,2,DRIVER,1,GENERAL MOTORS CORPORATION (GMC),TERRAIN,IL,2021,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,2
1334261,6beb88fbd756cd7528d3188ec134a461475ffd64ecd65d259f1e20620b133cc446ad41feedc35a50dc4a07c99ef592bcfaaf5771e2579946a975d95f5d41b4e9,1267505,202,05/10/2022 08:52:00 AM,1,DRIVER,,FORD,ESCAPE,IL,2004,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,CHANGING LANES,1
1334262,6beb88fbd756cd7528d3188ec134a461475ffd64ecd65d259f1e20620b133cc446ad41feedc35a50dc4a07c99ef592bcfaaf5771e2579946a975d95f5d41b4e9,1267516,202,05/10/2022 08:52:00 AM,2,DRIVER,,CHRYSLER,OTHER (EXPLAIN IN NARRATIVE),IL,2014,UNKNOWN,PASSENGER,PERSONAL,N,SLOW/STOP IN TRAFFIC,1
1334263,6beb88fbd756cd7528d3188ec134a461475ffd64ecd65d259f1e20620b133cc446ad41feedc35a50dc4a07c99ef592bcfaaf5771e2579946a975d95f5d41b4e9,1267534,202,05/10/2022 08:52:00 AM,3,DRIVER,,AUDI,E-TRON,IL,2022,UNKNOWN,UNKNOWN/NA,OTHER,UNKNOWN,SLOW/STOP IN TRAFFIC,1
1334593,7cf210ce7e87bf3d649b0a13b82196fab8cd2c60c1aa022597b2d9f909e9e25eb078b8cfb66464a3386b284a4a5e34d9af5fa2f593dad6c42cfd210a8b8fb59f,1267813,332,05/10/2022 08:55:00 PM,1,DRIVER,1,HONDA,CIVIC,IL,2017,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,2
1334594,7cf210ce7e87bf3d649b0a13b82196fab8cd2c60c1aa022597b2d9f909e9e25eb078b8cfb66464a3386b284a4a5e34d9af5fa2f593dad6c42cfd210a8b8fb59f,1267816,332,05/10/2022 08:55:00 PM,2,DRIVER,1,HYUNDAI,VENUE,IL,2022,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2
1334974,003334756b123529ed8e89bdc9ab4a297fcda20794cbbdcbc565c3b019e3a1bff3b5a670f0054c706b1f20f427b255b80f048945eb378007b0cffcbe4f797957,1268175,189,05/11/2022 02:15:00 PM,1,DRIVER,,JEEP,GRAND CHEROKEE,IL,2021,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,STRAIGHT AHEAD,1
1334975,003334756b123529ed8e89bdc9ab4a297fcda20794cbbdcbc565c3b019e3a1bff3b5a670f0054c706b1f20f427b255b80f048945eb378007b0cffcbe4f797957,1268184,189,05/11/2022 02:15:00 PM,2,DRIVER,,JEEP,GRAND CHEROKEE,IL,2007,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,S,STRAIGHT AHEAD,1
1335915,da7c59a66c582e352a1f3d7042874987670d9d7b0b62b52cca8123c4ae100c8da8175776f2b194ffba7cf10fceac6ba4fb42d8f2d96b5f99071d3ee83ab32e3d,1269076,208,05/12/2022 04:00:00 PM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,TRUCK - SINGLE UNIT,OTHER,S,STRAIGHT AHEAD,1
1335916,da7c59a66c582e352a1f3d7042874987670d9d7b0b62b52cca8123c4ae100c8da8175776f2b194ffba7cf10fceac6ba4fb42d8f2d96b5f99071d3ee83ab32e3d,1269082,208,05/12/2022 04:00:00 PM,2,PARKED,,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),IL,1998,NONE,PASSENGER,PERSONAL,N,PARKED,0
1336461,e8f584d7ce77a3fd329eef3831c514e8a3222793f9218efd3b444fbb7ee62786d0adf82f7bed897040a1a235909c231b688a0d39993729ad1f0209d5f3d1b76e,1269596,217,05/12/2022 04:22:00 PM,1,DRIVER,,FORD,EDGE,IL,2007,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,UNKNOWN,BACKING,1
1336462,e8f584d7ce77a3fd329eef3831c514e8a3222793f9218efd3b444fbb7ee62786d0adf82f7bed897040a1a235909c231b688a0d39993729ad1f0209d5f3d1b76e,1269601,217,05/12/2022 04:22:00 PM,2,DRIVER,,HYUNDAI,ACCENT,IL,2013,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,STRAIGHT AHEAD,1
1337057,e3f5632c601ae7753e9c61960e8ba3ba8140dae193b5633e23390bf848a0d98d34a73d6ad5da37e512a8fa13197dd7f279122da436678be8311c8c3098ece5e9,1270160,220,05/14/2022 02:00:00 AM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,1
1337058,e3f5632c601ae7753e9c61960e8ba3ba8140dae193b5633e23390bf848a0d98d34a73d6ad5da37e512a8fa13197dd7f279122da436678be8311c8c3098ece5e9,1270161,220,05/14/2022 02:00:00 AM,2,PARKED,,CHEVROLET,AVEO,IL,2009,NONE,PASSENGER,PERSONAL,N,PARKED,0
1337300,a69171579f26b07e3523ccbd58321d85f3ebb454ee4de70cc319adef96ca86f5863bf54827cca10bf839b51212d781c10bfe72f396a73c8a6c2576d1ba43032d,1270393,286,05/13/2022 05:10:00 PM,1,DRIVER,,TOYOTA,COROLLA,WI,2014,UNKNOWN,PASSENGER,PERSONAL,N,TURNING RIGHT,1
1337301,a69171579f26b07e3523ccbd58321d85f3ebb454ee4de70cc319adef96ca86f5863bf54827cca10bf839b51212d781c10bfe72f396a73c8a6c2576d1ba43032d,1270394,286,05/13/2022 05:10:00 PM,2,DRIVER,,LINCOLN,MKT,IL,2017,NONE,PASSENGER,PERSONAL,N,TURNING RIGHT,1
1338416,ebca84525e034c477a316703a015a0ab31d0ef69d010615646c81530d93b15c3001951d7e8fc302b224b61887f9cc48e1cf8f3c57d84740768a4d4318ddfe14e,1271490,52,05/16/2022 07:20:00 AM,1,DRIVER,,VOLKSWAGEN,OTHER (EXPLAIN IN NARRATIVE),IL,2015,UNKNOWN,PASSENGER,PERSONAL,N,OTHER,1
1338417,ebca84525e034c477a316703a015a0ab31d0ef69d010615646c81530d93b15c3001951d7e8fc302b224b61887f9cc48e1cf8f3c57d84740768a4d4318ddfe14e,1271497,52,05/16/2022 07:20:00 AM,2,DRIVER,,NEW FLYER,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,BUS OVER 15 PASS.,CTA,E,STRAIGHT AHEAD,1
1339328,53c478ef868f2e33b2bad964899237cb8a3481494bd74ea98f46d060427ba3b66d6cc50683656eb5cd6af0d3084bda4183b6a1ed039ca104737943d6cfb3ce7f,1272372,294,05/17/2022 02:35:00 PM,1,DRIVER,,KIA,SOUL,IL,2012,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1339329,53c478ef868f2e33b2bad964899237cb8a3481494bd74ea98f46d060427ba3b66d6cc50683656eb5cd6af0d3084bda4183b6a1ed039ca104737943d6cfb3ce7f,1272378,294,05/17/2022 02:35:00 PM,2,DRIVER,,HONDA,ACCORD,IL,2019,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1339370,2cd91f6dfe5b7b249bb37400d72560b664c952850036dd2b282e090425a3ecca410494fc64ba332e405b14efbb0aff312d2f122d0bb7747cd42de7f19f607d0c,1272415,73,05/17/2022 11:15:00 AM,1,DRIVER,,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),IL,2014,NONE,PASSENGER,PERSONAL,S,SLOW/STOP IN TRAFFIC,1
1339371,2cd91f6dfe5b7b249bb37400d72560b664c952850036dd2b282e090425a3ecca410494fc64ba332e405b14efbb0aff312d2f122d0bb7747cd42de7f19f607d0c,1272422,73,05/17/2022 11:15:00 AM,2,DRIVER,,JEEP,CHEROKEE,IL,2019,NONE,PASSENGER,PERSONAL,S,SLOW/STOP IN TRAFFIC,1
1339481,c5fe1a1df0136bcf97c662aff02565300d975fd91900f9d7540bb8c7515cb4bc63faf3c889c3e091a1f4606e3c9a9f795fae9b4e18b6034c0c85d2e8b73e2780,1272529,445,05/17/2022 05:51:00 PM,1,DRIVER,,ACURA,CL,,2016,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1339482,c5fe1a1df0136bcf97c662aff02565300d975fd91900f9d7540bb8c7515cb4bc63faf3c889c3e091a1f4606e3c9a9f795fae9b4e18b6034c0c85d2e8b73e2780,1272532,445,05/17/2022 05:51:00 PM,2,DRIVER,,HYUNDAI,OTHER (EXPLAIN IN NARRATIVE),IL,2021,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1
1339924,e7fb66792351d113c40b63e9341c4c99c6ec797afca49eeeca70fb2eb4c4773bfb977d08ab50c1b3a3c91f1494575367365e2532e7e036e566da26917a439be9,1272956,195,05/18/2022 12:26:00 PM,1,DRIVER,,NISSAN,ROGUE,IL,2009,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,N,STRAIGHT AHEAD,1
1339925,e7fb66792351d113c40b63e9341c4c99c6ec797afca49eeeca70fb2eb4c4773bfb977d08ab50c1b3a3c91f1494575367365e2532e7e036e566da26917a439be9,1272965,195,05/18/2022 12:26:00 PM,2,DRIVER,,FORD,F350,IL,2009,UNKNOWN,VAN/MINI-VAN,UNKNOWN/NA,SW,TURNING LEFT,1
1339926,e7fb66792351d113c40b63e9341c4c99c6ec797afca49eeeca70fb2eb4c4773bfb977d08ab50c1b3a3c91f1494575367365e2532e7e036e566da26917a439be9,1272977,195,05/18/2022 12:26:00 PM,3,DRIVER,,GENERAL MOTORS CORPORATION (GMC),TERRAIN,IL,2020,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,W,STRAIGHT AHEAD,1
1341314,b37bdaf8721d4a1d17063596d75ba5ea85ccae5ed01f017eff552654c8a33395d04053e7c58e5e4fa39684378f4a51acb172620323df9ea74723b4de245e7429,1274302,40,05/20/2022 02:40:00 PM,2,DRIVER,,DODGE,DART,IL,2015,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1341315,b37bdaf8721d4a1d17063596d75ba5ea85ccae5ed01f017eff552654c8a33395d04053e7c58e5e4fa39684378f4a51acb172620323df9ea74723b4de245e7429,1274296,40,05/20/2022 02:40:00 PM,1,DRIVER,,VOLKSWAGEN,JETTA,IL,2012,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1
1342086,2924212eaa5b06208f87415db15a31f4b134c0222bded6f9909dc3bd5b15358384f98300e406c99a6b321b65f6be691ab8d6f108dec759c03fb15017a3f14dc4,1275041,314,05/21/2022 02:35:00 PM,1,DRIVER,,NISSAN,ALTIMA,IL,2013,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1342087,2924212eaa5b06208f87415db15a31f4b134c0222bded6f9909dc3bd5b15358384f98300e406c99a6b321b65f6be691ab8d6f108dec759c03fb15017a3f14dc4,1275047,314,05/21/2022 02:35:00 PM,2,DRIVER,,HONDA,PILOT,IL,2003,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1342531,839ba4bfeb1079e0a867341e84ef575733ddc0325e2a4f51f18a4510030a2786ddaceb9fc68a6f1d6bdb0047bb1fe8210d9e0a044f8bf1601365799abd062760,1275485,102,05/22/2022 08:20:00 AM,1,DRIVER,,NISSAN,PATHFINDER,IL,2003,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,TURNING LEFT,1
1342532,839ba4bfeb1079e0a867341e84ef575733ddc0325e2a4f51f18a4510030a2786ddaceb9fc68a6f1d6bdb0047bb1fe8210d9e0a044f8bf1601365799abd062760,1275487,102,05/22/2022 08:20:00 AM,2,DRIVER,1,CHEVROLET,VENTURE,IL,2004,UNKNOWN,VAN/MINI-VAN,UNKNOWN/NA,N,STRAIGHT AHEAD,2
1342843,1633bf089d975566d2c9662d6abaf9fde97614d07d2caf9c2c181d8434a80e6edac1241047e476867996f4a7a2f9df9a60e88358d80b9314d57e80440b31a33c,1275773,19,05/22/2022 09:30:00 PM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,N,UNKNOWN/NA,1
1342844,1633bf089d975566d2c9662d6abaf9fde97614d07d2caf9c2c181d8434a80e6edac1241047e476867996f4a7a2f9df9a60e88358d80b9314d57e80440b31a33c,1275774,19,05/22/2022 09:30:00 PM,2,PARKED,,HYUNDAI,SONATA,IL,2015,NONE,PASSENGER,PERSONAL,N,PARKED,0
1342872,62b1627d97c870c26ca20571713dc47538b9f3e18bff8e96109749f66d2e2d54bb17b4447048571cca465abc1358b2c277d7db803705214c1ecdcaa6109dd35b,1275799,411,05/22/2022 11:43:00 PM,1,DRIVER,,NISSAN,MAXIMA,XX,,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1342873,62b1627d97c870c26ca20571713dc47538b9f3e18bff8e96109749f66d2e2d54bb17b4447048571cca465abc1358b2c277d7db803705214c1ecdcaa6109dd35b,1275802,411,05/22/2022 11:43:00 PM,2,DRIVER,,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),IL,2017,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1
