crashUnitID,crashID,vehicleID,damageID,crashDate,unitNumber,unitType,numPassengers,vehicleMake,vehicleModel,licencePlateState,vehicleYear,vehicleDefect,vehicleType,vehicleUse,travelDirection,maneuver,occupantCount
1255966,e1cecfb0a6d32fffa873ddd4498d9e254bb85ca9f1cf4e83d8fc91f0fa671a38b8c07c2e493aec697a2ac42998e03edaf7b9f919f564ec3a424f598f21c38659,1192158,51,01/01/2022 01:30:00 AM,1,DRIVER,1,CHRYSLER,OTHER (EXPLAIN IN NARRATIVE),IL,2014,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,N,OTHER,2
1255967,e1cecfb0a6d32fffa873ddd4498d9e254bb85ca9f1cf4e83d8fc91f0fa671a38b8c07c2e493aec697a2ac42998e03edaf7b9f919f564ec3a424f598f21c38659,1192165,51,01/01/2022 01:30:00 AM,2,DRIVER,,GENERAL MOTORS CORPORATION (GMC),TERRAIN,IL,2013,NONE,OTHER VEHICLE WITH TRAILER,PERSONAL,N,STRAIGHT AHEAD,1
1256516,e0426ec82e270bf8290d27bc7ebe37fee39312d3e8dd9bc28a6c92b6a4bdf0c1368435d53d1f699b851463cf610cf74b15ae602c22eaa9c2dda0e83bb743de45,1192695,87,01/02/2022 07:30:00 PM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,SLOW/STOP IN TRAFFIC,1
1256517,e0426ec82e270bf8290d27bc7ebe37fee39312d3e8dd9bc28a6c92b6a4bdf0c1368435d53d1f699b851463cf610cf74b15ae602c22eaa9c2dda0e83bb743de45,1192703,87,01/02/2022 07:30:00 PM,2,DRIVER,,CHEVROLET,TAHOE,IL,2005,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,SLOW/STOP IN TRAFFIC,1
1256651,f4c70504e4f2c8520079a6f5e5052f52f762485f72bbfbe735470ddbdab036ab9528f533606a1c640c5651d78700637583788774c4daeb213575aa54f4310e40,1192818,6,01/03/2022 08:15:00 AM,1,DRIVER,2,UNKNOWN,MOTORIZED,,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,N,STRAIGHT AHEAD,3
1256652,f4c70504e4f2c8520079a6f5e5052f52f762485f72bbfbe735470ddbdab036ab9528f533606a1c640c5651d78700637583788774c4daeb213575aa54f4310e40,1192824,6,01/03/2022 08:15:00 AM,2,DRIVER,,FORD,OTHER (EXPLAIN IN NARRATIVE),IL,2017,NONE,PASSENGER,OTHER,W,STRAIGHT AHEAD,1
1256685,85b700da4b200d8f041e90c517f58252094e10f968407fbb4988ff605357e5741c03fddffb649e7f79340185e08a43a320f316d1c05b3e60958abfe3e11d074f,1192850,5,01/03/2022 09:00:00 AM,1,DRIVER,,NISSAN,SENTRA,,2008,UNKNOWN,PASSENGER,UNKNOWN/NA,N,UNKNOWN/NA,1
1256686,85b700da4b200d8f041e90c517f58252094e10f968407fbb4988ff605357e5741c03fddffb649e7f79340185e08a43a320f316d1c05b3e60958abfe3e11d074f,1192857,5,01/03/2022 09:00:00 AM,2,DRIVER,,TOYOTA,RAV4,IL,2015,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,OTHER,1
1256952,467659b79a248369437a56caa3b5e00614b2b0bec7bd3bee23771b1d48eb5cddbee388d82901c9b217d04a054ed3218f2ed5852082d4563fbbfe625a8a15cc92,1193113,265,01/03/2022 01:30:00 PM,1,DRIVER,,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),IL,1988,UNKNOWN,VAN/MINI-VAN,PERSONAL,S,STRAIGHT AHEAD,1
1256953,467659b79a248369437a56caa3b5e00614b2b0bec7bd3bee23771b1d48eb5cddbee388d82901c9b217d04a054ed3218f2ed5852082d4563fbbfe625a8a15cc92,1193118,265,01/03/2022 01:30:00 PM,2,DRIVER,2,HONDA,ACCORD,IL,2003,NONE,PASSENGER,PERSONAL,S,BACKING,3
1257085,67346f26c938b2cab0f9f0d81879ebb7531ef868f5197905a730c02d0795b3eee6b37d70203d3b4078e4359dd06be367fef13e63168ad67e7af6a3ed8b34f046,1193235,191,01/03/2022 04:51:00 PM,1,DRIVER,2,ACURA,ZDX,IL,2011,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,3
1257086,67346f26c938b2cab0f9f0d81879ebb7531ef868f5197905a730c02d0795b3eee6b37d70203d3b4078e4359dd06be367fef13e63168ad67e7af6a3ed8b34f046,1193243,191,01/03/2022 04:51:00 PM,2,DRIVER,1,DODGE,CHARGER,IL,2020,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2
1257087,67346f26c938b2cab0f9f0d81879ebb7531ef868f5197905a730c02d0795b3eee6b37d70203d3b4078e4359dd06be367fef13e63168ad67e7af6a3ed8b34f046,1193249,191,01/03/2022 04:51:00 PM,3,DRIVER,2,GENERAL MOTORS CORPORATION (GMC),OTHER (EXPLAIN IN NARRATIVE),IL,2008,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,3
1257334,fcdd2f289720e823c67a8a7e3dc69ee9c2e388eee830752f3c502248084dd4c072a51f8509b32eee277c593d6001fbe81af84b7785ee751bd795bfa628d4e151,1193471,193,01/04/2022 10:14:00 AM,1,DRIVER,,FORD,CROWN VICTORIA,IL,1997,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1257335,fcdd2f289720e823c67a8a7e3dc69ee9c2e388eee830752f3c502248084dd4c072a51f8509b32eee277c593d6001fbe81af84b7785ee751bd795bfa628d4e151,1193474,193,01/04/2022 10:14:00 AM,2,DRIVER,,CHEVROLET,MALIBU,IL,2018,NONE,PASSENGER,PERSONAL,E,SLOW/STOP IN TRAFFIC,1
1257496,da2101970abd397dacfebe9c850086845e57b8dd88733fc4c2a9a4f898feca241802064e099c74cf9c9f98bf821a918d332ff10de49d0dd6d075825955d79690,1193622,89,01/04/2022 04:30:00 PM,1,DRIVER,,JEEP,CHEROKEE,IL,2015,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1257497,da2101970abd397dacfebe9c850086845e57b8dd88733fc4c2a9a4f898feca241802064e099c74cf9c9f98bf821a918d332ff10de49d0dd6d075825955d79690,1193625,89,01/04/2022 04:30:00 PM,2,DRIVER,,VOLKSWAGEN,PASSAT,IL,2008,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1257909,a4d5f60d32864b70ba141124624ad390aab5ac62774dee69274855252bc71fa0e19097799a453cd264a11c23cc1e33ad8483b35a75e46c2a0ab866c801c76f9d,1194031,282,01/05/2022 10:00:00 AM,1,DRIVER,,HYUNDAI,SONATA,IL,2018,UNKNOWN,PASSENGER,PERSONAL,E,UNKNOWN/NA,1
1257910,a4d5f60d32864b70ba141124624ad390aab5ac62774dee69274855252bc71fa0e19097799a453cd264a11c23cc1e33ad8483b35a75e46c2a0ab866c801c76f9d,1194039,282,01/05/2022 10:00:00 AM,2,PARKED,,CHEVROLET,IMPALA,IL,2009,UNKNOWN,PASSENGER,PERSONAL,E,PARKED,0
1258130,2806e43b7b880fd7d8d15b2f4900b68664ac7bef1204528d55d2aa953e3447492b1c0b8d83a9af08260dea9c3c2d2a697933d53f22cbe425dbdf0bc7acf95e59,1194242,325,01/05/2022 05:54:00 PM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,PASSENGER,UNKNOWN/NA,N,STRAIGHT AHEAD,1
1258131,2806e43b7b880fd7d8d15b2f4900b68664ac7bef1204528d55d2aa953e3447492b1c0b8d83a9af08260dea9c3c2d2a697933d53f22cbe425dbdf0bc7acf95e59,1194247,325,01/05/2022 05:54:00 PM,2,DRIVER,,FORD,EXPEDITION,IL,2001,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,1
1259008,10717787bc313fa9496173dad1abeb980fadd967d17d0106cea2ceb17276b01c5c737fe42ec60614e7acc4333d8914a94ccec4dcfc572dd7802ef6fda1755d5f,1195092,3,01/07/2022 02:21:00 PM,1,DRIVER,,FREIGHTLINER CORPORATION,OTHER (EXPLAIN IN NARRATIVE),IL,2012,UNKNOWN,TRUCK - SINGLE UNIT,UNKNOWN/NA,UNKNOWN,STRAIGHT AHEAD,1
1259009,10717787bc313fa9496173dad1abeb980fadd967d17d0106cea2ceb17276b01c5c737fe42ec60614e7acc4333d8914a94ccec4dcfc572dd7802ef6fda1755d5f,1195099,3,01/07/2022 02:21:00 PM,2,PARKED,,LEXUS,OTHER (EXPLAIN IN NARRATIVE),IL,2012,UNKNOWN,PASSENGER,UNKNOWN/NA,UNKNOWN,PARKED,0
1259685,044a138d77bf9b85411361f8c1f161cb0200078d141692c036090913f97e4cfbe9d9e7a3fc86ce5857973c72521cbb4a4adc152471ba4128cbf5dbea1b1ea238,1195748,375,01/08/2022 05:20:00 PM,1,DRIVER,,LEXUS,ES330,IL,2016,NONE,PASSENGER,PERSONAL,E,BACKING,1
1259686,044a138d77bf9b85411361f8c1f161cb0200078d141692c036090913f97e4cfbe9d9e7a3fc86ce5857973c72521cbb4a4adc152471ba4128cbf5dbea1b1ea238,1195735,375,01/08/2022 05:20:00 PM,2,DRIVER,,TESLA,MODEL 3,FL,2021,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1259826,a847c708e2a3f19640141099a4ec796ca4229c2d09a21efba8e14948358417b7004167abb20a690017fac8c3cc83c5763fe3d0361e34cb072da13fdb57ba4512,1195869,344,01/09/2022 12:00:00 AM,1,DRIVER,,MASERATI,OTHER (EXPLAIN IN NARRATIVE),IL,2017,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1259827,a847c708e2a3f19640141099a4ec796ca4229c2d09a21efba8e14948358417b7004167abb20a690017fac8c3cc83c5763fe3d0361e34cb072da13fdb57ba4512,1195874,344,01/09/2022 12:00:00 AM,2,DRIVER,,CHEVROLET,EQUINOX,IL,2020,UNKNOWN,PASSENGER,CTA,W,STRAIGHT AHEAD,1
1260143,eabe845515722c29a272633b1ef1423f9721257d333300ebf42fa83f265d3cab4687904eccc2856a055231c52c97628b01662dd689de4e8a96e0fdfae302fbd3,1196168,309,01/08/2022 03:00:00 PM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,1
1260144,eabe845515722c29a272633b1ef1423f9721257d333300ebf42fa83f265d3cab4687904eccc2856a055231c52c97628b01662dd689de4e8a96e0fdfae302fbd3,1196171,309,01/08/2022 03:00:00 PM,2,PARKED,,CADILLAC,SRX,IL,2016,UNKNOWN,PASSENGER,NOT IN USE,W,PARKED,0
1260184,85505de3e3c9bab1524a8f444971190c142792b6201768ac76a7d9be642ebf7f12a124b963530b08278c8e4549001875fc249f25544805ef76757af51f2538b4,1196218,338,01/08/2022 08:00:00 PM,1,DRIVER,,NISSAN,ARMADA,IL,2015,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1260185,85505de3e3c9bab1524a8f444971190c142792b6201768ac76a7d9be642ebf7f12a124b963530b08278c8e4549001875fc249f25544805ef76757af51f2538b4,1196235,338,01/08/2022 08:00:00 PM,2,PARKED,,JEEP,CHEROKEE,IL,2015,NONE,PASSENGER,NOT IN USE,W,PARKED,0
1260353,41588db3e4e7ef0a98b577fee2d151df3a3882e29e84b16f92aab0a71dd7e0e023d924111335994562e23d0a21e897a2bf510afc2bae30ddb9e4eeaf95cea326,1196375,270,01/10/2022 03:10:00 AM,1,DRIVER,,DODGE,JOURNEY,IL,2018,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1260354,41588db3e4e7ef0a98b577fee2d151df3a3882e29e84b16f92aab0a71dd7e0e023d924111335994562e23d0a21e897a2bf510afc2bae30ddb9e4eeaf95cea326,1196377,270,01/10/2022 03:10:00 AM,2,PARKED,,TOYOTA,CAMRY,IL,2009,NONE,PASSENGER,NOT IN USE,E,PARKED,0
1260720,b86a4544b791ef36ffb85230f3e91baffcdc77e72884d93eb376df3c4a17714aee6178be91343032b18e4145fbb042a22312650e7277acb09c04e4f7aafc0a2f,1196738,63,01/10/2022 06:30:00 AM,1,DRIVER,,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),IL,2017,UNKNOWN,PASSENGER,PERSONAL,S,ENTER FROM DRIVE/ALLEY,1
1260721,b86a4544b791ef36ffb85230f3e91baffcdc77e72884d93eb376df3c4a17714aee6178be91343032b18e4145fbb042a22312650e7277acb09c04e4f7aafc0a2f,1196745,63,01/10/2022 06:30:00 AM,2,DRIVER,,FORD,ESCAPE,IL,2006,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1261281,eb7935b5f07695d4cea0551ced07e9c289da29bd8b9d566a7c49ea6f4fadc7dad6374995e2946a6d0c6a5ef06f2a9100324657c51b0256929996a0fb84afc893,1197257,368,01/11/2022 07:45:00 AM,1,DRIVER,,JEEP,GRAND CHEROKEE,IL,2017,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,1
1261282,eb7935b5f07695d4cea0551ced07e9c289da29bd8b9d566a7c49ea6f4fadc7dad6374995e2946a6d0c6a5ef06f2a9100324657c51b0256929996a0fb84afc893,1197261,368,01/11/2022 07:45:00 AM,2,DRIVER,,CHEVROLET,TRAX,IL,2016,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,1
1261304,126d8baa3cfd4fae88301c054497689166d0ac8500ec1b8c8945e24e13a78e09782600f304607742e6cff734719ec08cc6b3a9bde4f599eea1d8729d53f48c37,1197283,165,01/11/2022 06:46:00 PM,1,DRIVER,2,MITSUBISHI,OUTLANDER,IL,2021,UNKNOWN,PASSENGER,PERSONAL,S,OTHER,3
1261305,126d8baa3cfd4fae88301c054497689166d0ac8500ec1b8c8945e24e13a78e09782600f304607742e6cff734719ec08cc6b3a9bde4f599eea1d8729d53f48c37,1197291,165,01/11/2022 06:46:00 PM,2,DRIVER,,CHEVROLET,IMPALA,IL,2008,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1
1261410,33a33fad6df754463a5b6a3ae824f1d2dadcb51a6a369cc073fd4eb63fd347c5d0a43ecfdbc10a41f500c9b1dad08d1d71619bc325a258f18e8c83c6c57aec0e,1197393,312,01/12/2022 01:22:00 AM,1,DRIVER,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,PASSENGER,UNKNOWN/NA,NE,TURNING RIGHT,1
1261411,33a33fad6df754463a5b6a3ae824f1d2dadcb51a6a369cc073fd4eb63fd347c5d0a43ecfdbc10a41f500c9b1dad08d1d71619bc325a258f18e8c83c6c57aec0e,1197395,312,01/12/2022 01:22:00 AM,2,DRIVER,,NISSAN,ROGUE,MI,2021,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1262477,079f002c31497993036a6cb1370328b0567cb3bcb63cbcb9d1402c7927d86a83cf5a6eb75fa2d8ff4087950f1ce735fd8d3fa895005ed803d670c5ce08b59bab,1198431,155,01/13/2022 11:49:00 PM,2,DRIVER,,LEXUS,LS460,IL,2008,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1
1262478,079f002c31497993036a6cb1370328b0567cb3bcb63cbcb9d1402c7927d86a83cf5a6eb75fa2d8ff4087950f1ce735fd8d3fa895005ed803d670c5ce08b59bab,1198437,155,01/13/2022 11:49:00 PM,3,DRIVER,,NISSAN,SENTRA,IL,2020,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1
1262479,079f002c31497993036a6cb1370328b0567cb3bcb63cbcb9d1402c7927d86a83cf5a6eb75fa2d8ff4087950f1ce735fd8d3fa895005ed803d670c5ce08b59bab,1198441,155,01/13/2022 11:49:00 PM,1,DRIVER,,CADILLAC,SRX,IL,2016,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,1
1263590,5eaeafe1427542d33706015c8839cf6f2279e0eb1a16e0b94bdb2b788a8f5efbd7c55b572dc6b5f4c483d937ed7e504be4597496ca1d19c8f0725bc7042124a1,1199502,77,01/15/2022 04:00:00 AM,1,DRIVER,,UNKNOWN,MOTORIZED,,,UNKNOWN,VAN/MINI-VAN,UNKNOWN/NA,E,UNKNOWN/NA,1
1263591,5eaeafe1427542d33706015c8839cf6f2279e0eb1a16e0b94bdb2b788a8f5efbd7c55b572dc6b5f4c483d937ed7e504be4597496ca1d19c8f0725bc7042124a1,1199506,77,01/15/2022 04:00:00 AM,2,PARKED,,ACURA,TLX,IL,2010,UNKNOWN,PASSENGER,NOT IN USE,E,PARKED,0
1264042,a1a17194a0244b64334a862d175846c38cb37e3bee880f187725da33d743c2e7019d64b84302affca075b11252f2c6b22bb26c78d3873095ef0f884997982f1b,1199929,379,01/05/2022 05:40:00 PM,1,DRIVER,,HYUNDAI,GENESIS,TX,2010,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1264043,a1a17194a0244b64334a862d175846c38cb37e3bee880f187725da33d743c2e7019d64b84302affca075b11252f2c6b22bb26c78d3873095ef0f884997982f1b,1199930,379,01/05/2022 05:40:00 PM,2,DRIVER,3,HONDA,ODYSSEY,IL,2001,NONE,VAN/MINI-VAN,PERSONAL,E,STRAIGHT AHEAD,4
1264527,63eda7ef6d5067670d5b82933e04d93f9c91544a2bde09006da74774de26c285e240ff94379e4fb0f784dc88df347102af6245729f7f29f1b64ffb1e810bf56c,1200391,407,01/17/2022 03:05:00 PM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,N,STRAIGHT AHEAD,1
1264528,63eda7ef6d5067670d5b82933e04d93f9c91544a2bde09006da74774de26c285e240ff94379e4fb0f784dc88df347102af6245729f7f29f1b64ffb1e810bf56c,1200398,407,01/17/2022 03:05:00 PM,2,DRIVER,,JEEP,PATRIOT,IL,2009,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,1
1265386,f2af48bac343253aa95d7bff9bf76370b78ae32114c7de387e6b6e777e6768bfb6679e3d931dcd70f58b26581ec74329a49c45538f56e9ac9fde8e506e38023c,1201212,76,01/18/2022 02:30:00 PM,1,DRIVER,,TOYOTA,OTHER (EXPLAIN IN NARRATIVE),IL,2016,UNKNOWN,PICKUP,UNKNOWN/NA,W,TURNING LEFT,1
1265387,f2af48bac343253aa95d7bff9bf76370b78ae32114c7de387e6b6e777e6768bfb6679e3d931dcd70f58b26581ec74329a49c45538f56e9ac9fde8e506e38023c,,76,01/18/2022 02:30:00 PM,2,PEDESTRIAN,,,,,,,,,,,
1265644,86e9f238b74cde37b6166ce4bd8b7f43ba7c102efe2245ced79f5b1e676b726b395eb584e529b25ea38a88e22f921a5d206568fc179498f4829fa3f3b310f160,,459,01/13/2022 03:45:00 PM,1,DRIVER,,,,,,,,,,,
1265645,86e9f238b74cde37b6166ce4bd8b7f43ba7c102efe2245ced79f5b1e676b726b395eb584e529b25ea38a88e22f921a5d206568fc179498f4829fa3f3b310f160,,459,01/13/2022 03:45:00 PM,2,DRIVER,,,,,,,,,,,
1265646,86e9f238b74cde37b6166ce4bd8b7f43ba7c102efe2245ced79f5b1e676b726b395eb584e529b25ea38a88e22f921a5d206568fc179498f4829fa3f3b310f160,,459,01/13/2022 03:45:00 PM,3,DRIVER,,,,,,,,,,,
1265969,25a5e6e128c5074a0b9908e97bbecf3cf0e9aed0a9e4eeeef4428a5768a2bbf3869637ed4175df830599b05c76ce98786cac9442ba97e795dcea08ded44cfb47,1201779,91,01/19/2022 10:00:00 PM,1,DRIVER,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,PASSENGER,UNKNOWN/NA,E,UNKNOWN/NA,1
1265970,25a5e6e128c5074a0b9908e97bbecf3cf0e9aed0a9e4eeeef4428a5768a2bbf3869637ed4175df830599b05c76ce98786cac9442ba97e795dcea08ded44cfb47,1201786,91,01/19/2022 10:00:00 PM,2,DRIVER,,HYUNDAI,IONIC,NJ,2021,NONE,PASSENGER,OTHER,E,SLOW/STOP IN TRAFFIC,1
1267063,ada0afcbcd3d719987a7f464beff0ae99e36d989bc854263a4cd3fc0078e87e4bf341893470e1123d9bfbd7e3e0ea7450aff3bad76dbf4ac89d71822b4257e15,1202813,426,01/21/2022 05:50:00 PM,1,DRIVER,,NISSAN,PATHFINDER,XX,1998,UNKNOWN,TRUCK - SINGLE UNIT,PERSONAL,S,STRAIGHT AHEAD,1
1267064,ada0afcbcd3d719987a7f464beff0ae99e36d989bc854263a4cd3fc0078e87e4bf341893470e1123d9bfbd7e3e0ea7450aff3bad76dbf4ac89d71822b4257e15,1202823,426,01/21/2022 05:50:00 PM,2,DRIVER,,FORD,FOCUS,IL,,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1
1267108,2d60a60ecaf8f98b2da4edc0a9931e168050721c5894ca105ac15190d8ecf88a0cb05caf37da7e45f5f9cd963267eef924163a1186a00617be8d2efc65d89fac,1202870,385,01/21/2022 07:20:00 PM,1,DRIVER,,DODGE,GRAND CARAVAN,IL,2007,UNKNOWN,VAN/MINI-VAN,PERSONAL,NW,STRAIGHT AHEAD,1
1267109,2d60a60ecaf8f98b2da4edc0a9931e168050721c5894ca105ac15190d8ecf88a0cb05caf37da7e45f5f9cd963267eef924163a1186a00617be8d2efc65d89fac,1202873,385,01/21/2022 07:20:00 PM,2,PARKED,,CHEVROLET,IMPALA,IL,2018,UNKNOWN,PASSENGER,NOT IN USE,SW,PARKED,0
1268727,b403ee2a2b54226df14afb0a82c3864af65460357d1006c3b754e3895cf30928aa605631d32582fbb1ccc60c8f31e391c06171df3377afc36131521d480dbf8b,1204405,290,01/24/2022 03:00:00 PM,1,DRIVER,,JEEP,WAGONEER,IL,2012,UNKNOWN,PASSENGER,UNKNOWN/NA,N,UNKNOWN/NA,1
1268728,b403ee2a2b54226df14afb0a82c3864af65460357d1006c3b754e3895cf30928aa605631d32582fbb1ccc60c8f31e391c06171df3377afc36131521d480dbf8b,1204408,290,01/24/2022 03:00:00 PM,2,DRIVER,,TOYOTA,OTHER (EXPLAIN IN NARRATIVE),IL,2018,UNKNOWN,PASSENGER,PERSONAL,N,SLOW/STOP IN TRAFFIC,1
1268932,9889125e31abd8deebf591fa68cb5865d8ef1e0d4d3bf53e9e8a63afbca46778548417e5d4e1cbf149e2419f9d2e4bb5ba149b0d3993c326c88a0c344eaebb5f,1204610,131,01/25/2022 03:53:00 AM,1,DRIVER,3,SATURN,VUE,IL,2006,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,SKIDDING/CONTROL LOSS,4
1268933,9889125e31abd8deebf591fa68cb5865d8ef1e0d4d3bf53e9e8a63afbca46778548417e5d4e1cbf149e2419f9d2e4bb5ba149b0d3993c326c88a0c344eaebb5f,1204611,131,01/25/2022 03:53:00 AM,2,DRIVER,,CHEVROLET,C3500 (TOW TRUCK),IL,2017,UNKNOWN,PICKUP,TOW TRUCK,S,STRAIGHT AHEAD,1
1270757,46d8aafddd4cc70f2607b364cf2995134a72298b54eb476a0f0fb9829f54c691813d63d0040a8ef80a114273b2e012d086edc09ef5432da8816d26fd94295575,1206368,103,01/27/2022 07:20:00 PM,1,DRIVER,,HYUNDAI,ACCENT,IL,2019,NONE,PASSENGER,PERSONAL,W,CHANGING LANES,1
1270758,46d8aafddd4cc70f2607b364cf2995134a72298b54eb476a0f0fb9829f54c691813d63d0040a8ef80a114273b2e012d086edc09ef5432da8816d26fd94295575,1206376,103,01/27/2022 07:20:00 PM,2,DRIVER,1,TOYOTA,CAMRY,IL,2004,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2
1270893,a9be0066aee252898432081113d0d584e6bd774d12010dc3d5aae64b1a731228689de4ca7ec9b13d3418c70e8855dbe8d13c33ec3c5060bccda99fc3a71b3f37,1206498,463,01/28/2022 02:16:00 AM,1,DRIVER,,CHEVROLET,MALIBU,CA,2019,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1
1270894,a9be0066aee252898432081113d0d584e6bd774d12010dc3d5aae64b1a731228689de4ca7ec9b13d3418c70e8855dbe8d13c33ec3c5060bccda99fc3a71b3f37,1206497,463,01/28/2022 02:16:00 AM,2,DRIVER,1,HONDA,ACCORD,IL,2014,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,2
1271736,0d7d7b8209c648d70b1356ab60527ff71e41608d3ab7416251a221ae135c742febe2df3cf3e6252b992e9809339e6501fc49a7551badd1277467e522044aff0b,1207325,351,01/29/2022 10:25:00 AM,1,DRIVER,1,MITSUBISHI,OTHER (EXPLAIN IN NARRATIVE),IL,2004,NONE,TRUCK - SINGLE UNIT,COMMERCIAL - SINGLE UNIT,E,TURNING LEFT,2
1271737,0d7d7b8209c648d70b1356ab60527ff71e41608d3ab7416251a221ae135c742febe2df3cf3e6252b992e9809339e6501fc49a7551badd1277467e522044aff0b,1207318,351,01/29/2022 10:25:00 AM,2,DRIVER,,BUICK,ENCLAVE,IL,2018,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,SW,PASSING/OVERTAKING,1
1271906,433f3f23a8254478520292132302f16cf2f0aa2b76999ad25372a4d4d129ad729500d3fa0cbacbd2c97c2661a8c6afa7b3af5b8d849372679d4e348af9e5c6d0,1207472,172,01/12/2022 10:46:00 AM,1,DRIVER,,MERCURY,OTHER (EXPLAIN IN NARRATIVE),IL,2003,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,UNKNOWN/NA,1
1271907,433f3f23a8254478520292132302f16cf2f0aa2b76999ad25372a4d4d129ad729500d3fa0cbacbd2c97c2661a8c6afa7b3af5b8d849372679d4e348af9e5c6d0,1207476,172,01/12/2022 10:46:00 AM,2,PARKED,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2020,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,PARKED,0
1271966,5c283e77252fd5ebfe4a4bfdad902b63f589bac7fd5afba1602a6d512c324b43d470c143d266948b0c2496f263b960332f01b5449f58e0c1e83e203e6a875675,1207539,361,01/29/2022 02:50:00 PM,1,DRIVER,1,TOYOTA,COROLLA,IL,2016,NONE,PASSENGER,PERSONAL,E,CHANGING LANES,2
1271967,5c283e77252fd5ebfe4a4bfdad902b63f589bac7fd5afba1602a6d512c324b43d470c143d266948b0c2496f263b960332f01b5449f58e0c1e83e203e6a875675,1207545,361,01/29/2022 02:50:00 PM,2,DRIVER,,BUICK,REGAL,IL,2016,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1
1273567,2402afba7c58103123fbafe99c4af9a34564d9cacc3e6235deddc86494df38261354fa0f5cbc2a6cb69e41dbecaf3f9aaf75015b72442d9e95caeddd695a9c05,1209093,402,02/01/2022 10:50:00 AM,1,DRIVER,,NISSAN,ROGUE,IL,2013,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1
1273568,2402afba7c58103123fbafe99c4af9a34564d9cacc3e6235deddc86494df38261354fa0f5cbc2a6cb69e41dbecaf3f9aaf75015b72442d9e95caeddd695a9c05,1209099,402,02/01/2022 10:50:00 AM,2,DRIVER,,NISSAN,ROGUE,,2013,NONE,PASSENGER,PERSONAL,NE,TURNING RIGHT,1
